gene_id	DosaCNV_HI_score
ENSG00000005022	0.26864514
ENSG00000005059	0.0043327133
ENSG00000005073	0.713453
ENSG00000005075	0.015954092
ENSG00000005100	0.019769935
ENSG00000005102	0.5520031
ENSG00000005108	0.43203634
ENSG00000005156	0.21698017
ENSG00000005175	0.032884423
ENSG00000005187	0.19824547
ENSG00000005189	0.045733865
ENSG00000005194	0.016344367
ENSG00000005206	0.082089424
ENSG00000005238	0.06679249
ENSG00000005243	0.0040398138
ENSG00000005249	0.103491284
ENSG00000005302	0.870223
ENSG00000005339	0.9059006
ENSG00000005379	0.06965687
ENSG00000005381	0.23741083
ENSG00000005421	0.024421314
ENSG00000005436	0.007872918
ENSG00000005448	0.008326792
ENSG00000005469	0.19866307
ENSG00000005471	0.6650157
ENSG00000005483	0.868543
ENSG00000005486	0.013771362
ENSG00000005513	0.16532592
ENSG00000005700	0.02670782
ENSG00000005801	0.033635616
ENSG00000005810	0.10815866
ENSG00000005812	0.11063653
ENSG00000005844	0.0133074485
ENSG00000005882	0.0045962995
ENSG00000005884	0.25815234
ENSG00000005889	0.5090343
ENSG00000005893	0.07128731
ENSG00000005961	0.13805553
ENSG00000005981	0.0133519
ENSG00000006007	0.0058489796
ENSG00000006015	0.0029278898
ENSG00000006016	0.11010232
ENSG00000006025	0.0060160467
ENSG00000006042	0.16446242
ENSG00000006047	0.07853348
ENSG00000006059	0.00065737043
ENSG00000006062	0.42042547
ENSG00000006071	0.90289724
ENSG00000006116	0.6520815
ENSG00000006118	0.0069713113
ENSG00000006125	0.42209145
ENSG00000006128	0.052108277
ENSG00000006194	0.0060337167
ENSG00000006210	0.0019386784
ENSG00000006282	0.047734637
ENSG00000006283	0.8858143
ENSG00000006327	0.0029196786
ENSG00000006377	0.8575892
ENSG00000006432	0.029267222
ENSG00000006451	0.56722546
ENSG00000006453	0.013729066
ENSG00000006459	0.24891287
ENSG00000006468	0.7150132
ENSG00000006530	0.31361514
ENSG00000006534	0.0047560954
ENSG00000006555	0.0070793307
ENSG00000006576	0.20712835
ENSG00000006606	0.0006368904
ENSG00000006607	0.15085243
ENSG00000006611	0.5901175
ENSG00000006625	0.006056644
ENSG00000006634	0.22241335
ENSG00000006638	0.009430538
ENSG00000006652	0.034858905
ENSG00000006659	0.0007020249
ENSG00000006695	0.37814564
ENSG00000006704	0.14567131
ENSG00000006712	0.0054072007
ENSG00000006715	0.20251097
ENSG00000006740	0.5803376
ENSG00000006744	0.22694376
ENSG00000006747	0.016333118
ENSG00000006756	0.1023459
ENSG00000006757	0.11411716
ENSG00000006788	0.037154756
ENSG00000006831	0.16741802
ENSG00000006837	0.021884896
ENSG00000007001	0.16984652
ENSG00000007038	0.02362104
ENSG00000007047	0.09265166
ENSG00000007062	0.31119367
ENSG00000007080	0.003616881
ENSG00000007129	0.00030679454
ENSG00000007168	0.89256907
ENSG00000007171	0.008613459
ENSG00000007174	0.47353822
ENSG00000007202	0.027698938
ENSG00000007216	0.0094428575
ENSG00000007237	0.07529645
ENSG00000007255	0.0039529037
ENSG00000007264	0.2909287
ENSG00000007306	0.00049003155
ENSG00000007312	0.3010462
ENSG00000007314	0.5741101
ENSG00000007341	0.029797802
ENSG00000007350	0.853297
ENSG00000007372	0.98426723
ENSG00000007376	0.0050801164
ENSG00000007384	0.096366264
ENSG00000007392	0.029179614
ENSG00000007402	0.48780885
ENSG00000007516	0.009451407
ENSG00000007520	0.0012889262
ENSG00000007541	0.06727325
ENSG00000007545	0.089942545
ENSG00000007866	0.20615155
ENSG00000007908	0.0026585348
ENSG00000007923	0.32241634
ENSG00000007933	0.034573812
ENSG00000007944	0.02219352
ENSG00000007952	0.42174792
ENSG00000007968	0.01979503
ENSG00000008018	0.24414748
ENSG00000008056	0.567505
ENSG00000008083	0.18709573
ENSG00000008086	0.75107354
ENSG00000008118	0.011673249
ENSG00000008128	0.12125571
ENSG00000008130	0.0058649797
ENSG00000008196	0.8841187
ENSG00000008197	0.87756455
ENSG00000008226	0.016175456
ENSG00000008256	0.18183571
ENSG00000008277	0.3861041
ENSG00000008282	0.01503762
ENSG00000008283	0.61285025
ENSG00000008294	0.50627345
ENSG00000008300	0.4368405
ENSG00000008311	0.39805076
ENSG00000008323	0.0052536363
ENSG00000008324	0.004271906
ENSG00000008382	0.1263891
ENSG00000008394	0.032857593
ENSG00000008405	0.0075653777
ENSG00000008438	0.001272755
ENSG00000008441	0.72938144
ENSG00000008513	0.023093395
ENSG00000008516	0.004220932
ENSG00000008517	0.017346144
ENSG00000008710	0.8634257
ENSG00000008735	0.2837252
ENSG00000008838	0.37327966
ENSG00000008853	0.09938282
ENSG00000008869	0.1870638
ENSG00000008952	0.2639809
ENSG00000008988	0.10421079
ENSG00000009307	0.6067956
ENSG00000009335	0.301352
ENSG00000009413	0.3174745
ENSG00000009694	0.6874297
ENSG00000009709	0.84493273
ENSG00000009724	0.09293047
ENSG00000009765	0.30743253
ENSG00000009780	0.0039226245
ENSG00000009790	0.025088547
ENSG00000009830	0.8081458
ENSG00000009844	0.15304697
ENSG00000009950	0.2802218
ENSG00000009954	0.19350462
ENSG00000010017	0.20011404
ENSG00000010030	0.0041353838
ENSG00000010072	0.07608312
ENSG00000010165	0.018624522
ENSG00000010219	0.0070561133
ENSG00000010244	0.013427649
ENSG00000010256	0.19014236
ENSG00000010270	0.007595037
ENSG00000010278	0.24228136
ENSG00000010282	0.00969244
ENSG00000010292	0.2989182
ENSG00000010295	0.008598219
ENSG00000010310	0.004657957
ENSG00000010318	0.050332848
ENSG00000010319	0.0034410362
ENSG00000010322	0.14972512
ENSG00000010327	0.005635078
ENSG00000010361	0.3704865
ENSG00000010379	0.019533154
ENSG00000010404	0.8685928
ENSG00000010438	0.021345645
ENSG00000010539	0.008048326
ENSG00000010610	0.009646936
ENSG00000010626	0.006716764
ENSG00000010671	0.8940871
ENSG00000010704	0.01318967
ENSG00000010803	0.023020087
ENSG00000010810	0.6408333
ENSG00000010818	0.3669023
ENSG00000010932	0.013676562
ENSG00000011007	0.3108322
ENSG00000011009	0.15956005
ENSG00000011021	0.1768451
ENSG00000011028	0.16941096
ENSG00000011052	0.003459336
ENSG00000011083	0.030705007
ENSG00000011105	0.3627033
ENSG00000011114	0.016627505
ENSG00000011132	0.00786695
ENSG00000011143	0.5967006
ENSG00000011198	0.40552598
ENSG00000011201	0.6909191
ENSG00000011243	0.17958575
ENSG00000011258	0.08342462
ENSG00000011260	0.0062050666
ENSG00000011275	0.3970063
ENSG00000011295	0.2336753
ENSG00000011304	0.49519244
ENSG00000011332	0.5748045
ENSG00000011347	0.6438942
ENSG00000011376	0.13533719
ENSG00000011405	0.31269115
ENSG00000011422	0.008926047
ENSG00000011426	0.50232804
ENSG00000011451	0.23432833
ENSG00000011454	0.27671963
ENSG00000011465	0.43698484
ENSG00000011478	0.003681574
ENSG00000011485	0.49713507
ENSG00000011523	0.0053407964
ENSG00000011566	0.039875153
ENSG00000011590	0.003921881
ENSG00000011600	0.051699664
ENSG00000011638	0.004937765
ENSG00000011677	0.22420205
ENSG00000012048	0.46037346
ENSG00000012061	0.15813357
ENSG00000012124	0.6397904
ENSG00000012171	0.053587478
ENSG00000012174	0.583725
ENSG00000012211	0.012789731
ENSG00000012223	0.010801235
ENSG00000012232	0.27620515
ENSG00000012504	0.671964
ENSG00000012660	0.3147114
ENSG00000012779	0.04058836
ENSG00000012817	0.34059274
ENSG00000012822	0.15223004
ENSG00000012963	0.118761405
ENSG00000012983	0.12969536
ENSG00000013016	0.012708779
ENSG00000013275	0.06584467
ENSG00000013288	0.06738011
ENSG00000013293	0.5677774
ENSG00000013297	0.75740916
ENSG00000013306	0.016026808
ENSG00000013364	0.06373556
ENSG00000013374	0.024697563
ENSG00000013375	0.21600021
ENSG00000013392	0.004301599
ENSG00000013441	0.027906233
ENSG00000013503	0.038972
ENSG00000013523	0.12933998
ENSG00000013561	0.2040538
ENSG00000013563	0.11324322
ENSG00000013573	0.56938654
ENSG00000013583	0.005549262
ENSG00000013588	0.00784847
ENSG00000013619	0.35981983
ENSG00000013725	0.0029741996
ENSG00000013810	0.09401119
ENSG00000014123	0.019408816
ENSG00000014138	0.013825752
ENSG00000014164	0.0014016925
ENSG00000014216	0.21703516
ENSG00000014257	0.007020516
ENSG00000014641	0.38547572
ENSG00000014824	0.08984092
ENSG00000014914	0.014677972
ENSG00000014919	0.07370967
ENSG00000015133	0.23374791
ENSG00000015153	0.25164437
ENSG00000015171	0.7722633
ENSG00000015285	0.8863612
ENSG00000015413	0.012958481
ENSG00000015475	0.0028385688
ENSG00000015479	0.8096439
ENSG00000015520	0.2855542
ENSG00000015532	0.124039404
ENSG00000015568	0.025704667
ENSG00000015592	0.020682387
ENSG00000015676	0.014916541
ENSG00000016082	0.398548
ENSG00000016391	0.085239336
ENSG00000016402	0.012149888
ENSG00000016490	0.011198928
ENSG00000016602	0.015303214
ENSG00000016864	0.11067111
ENSG00000017260	0.7348804
ENSG00000017427	0.68222606
ENSG00000017483	0.427162
ENSG00000017797	0.014312612
ENSG00000018189	0.06075884
ENSG00000018236	0.3269899
ENSG00000018280	0.00591688
ENSG00000018408	0.24238837
ENSG00000018510	0.60418934
ENSG00000018610	0.11732009
ENSG00000018625	0.24827458
ENSG00000018699	0.26938474
ENSG00000018869	0.0003357316
ENSG00000019102	0.011750773
ENSG00000019144	0.16144061
ENSG00000019169	0.0019427155
ENSG00000019186	0.19713789
ENSG00000019485	0.37092865
ENSG00000019505	0.05865946
ENSG00000019549	0.23113434
ENSG00000019582	0.01250288
ENSG00000019991	0.7796993
ENSG00000019995	0.16569512
ENSG00000020129	0.57319975
ENSG00000020181	0.006410537
ENSG00000020256	0.009799207
ENSG00000020426	0.03986359
ENSG00000020577	0.58503616
ENSG00000020633	0.235831
ENSG00000020922	0.20937102
ENSG00000021300	0.046778403
ENSG00000021355	0.0028812825
ENSG00000021461	0.010895208
ENSG00000021488	0.24876243
ENSG00000021574	0.76632005
ENSG00000021645	0.8678557
ENSG00000021762	0.021938914
ENSG00000021776	0.3461953
ENSG00000021826	0.7541628
ENSG00000021852	0.06543075
ENSG00000022267	0.8915433
ENSG00000022277	0.0060704523
ENSG00000022355	0.8694748
ENSG00000022556	0.0012765353
ENSG00000022567	0.037083127
ENSG00000022840	0.18817268
ENSG00000022976	0.0043851985
ENSG00000023041	0.02966754
ENSG00000023171	0.7043414
ENSG00000023191	0.0115271285
ENSG00000023228	0.27495444
ENSG00000023287	0.22222483
ENSG00000023318	0.09958334
ENSG00000023330	0.06793941
ENSG00000023445	0.015107199
ENSG00000023516	0.21000716
ENSG00000023572	0.0047158017
ENSG00000023608	0.009622209
ENSG00000023697	0.13832739
ENSG00000023734	0.099760264
ENSG00000023839	0.36299303
ENSG00000023892	0.22150664
ENSG00000023902	0.101363756
ENSG00000023909	0.02402987
ENSG00000024048	0.11420402
ENSG00000024422	0.018955039
ENSG00000024526	0.2976072
ENSG00000024862	0.0058930623
ENSG00000025039	0.31858099
ENSG00000025156	0.23140244
ENSG00000025293	0.24081303
ENSG00000025423	0.014944685
ENSG00000025434	0.8798761
ENSG00000025708	0.122267276
ENSG00000025770	0.06275134
ENSG00000025772	0.0042670104
ENSG00000025796	0.11651099
ENSG00000025800	0.18793789
ENSG00000026025	0.7432209
ENSG00000026036	0.06429813
ENSG00000026103	0.45582876
ENSG00000026297	0.054907072
ENSG00000026508	0.045273986
ENSG00000026559	0.6633293
ENSG00000026652	0.02272859
ENSG00000026751	0.0014896161
ENSG00000026950	0.00050634093
ENSG00000027001	0.14254503
ENSG00000027075	0.78473806
ENSG00000027644	0.009151894
ENSG00000027697	0.03972137
ENSG00000027847	0.080603406
ENSG00000027869	0.0020040236
ENSG00000028116	0.24603803
ENSG00000028137	0.018449496
ENSG00000028203	0.23770598
ENSG00000028277	0.86703265
ENSG00000028310	0.17702924
ENSG00000028528	0.2512562
ENSG00000028839	0.0137005625
ENSG00000029153	0.011473609
ENSG00000029363	0.78551626
ENSG00000029364	0.042991593
ENSG00000029534	0.768564
ENSG00000029559	0.0011049554
ENSG00000029639	0.010877637
ENSG00000029725	0.23230073
ENSG00000029993	0.5566923
ENSG00000030066	0.33167744
ENSG00000030110	0.0038496708
ENSG00000030304	0.38916016
ENSG00000030419	0.4367757
ENSG00000030582	0.0825804
ENSG00000031003	0.026431864
ENSG00000031081	0.10479287
ENSG00000031691	0.005159232
ENSG00000031698	0.12896074
ENSG00000031823	0.16199943
ENSG00000032219	0.21855599
ENSG00000032389	0.07897116
ENSG00000032444	0.123883925
ENSG00000032742	0.3866131
ENSG00000033011	0.4128098
ENSG00000033030	0.108755924
ENSG00000033050	0.22424321
ENSG00000033100	0.010601019
ENSG00000033122	0.6597277
ENSG00000033170	0.38573423
ENSG00000033178	0.044214778
ENSG00000033327	0.5853756
ENSG00000033627	0.8404463
ENSG00000033800	0.1865128
ENSG00000033867	0.5303591
ENSG00000034053	0.59813017
ENSG00000034152	0.114165135
ENSG00000034239	0.01994807
ENSG00000034510	0.002943686
ENSG00000034533	0.0034472814
ENSG00000034677	0.019208783
ENSG00000034693	0.12446575
ENSG00000034713	0.0067320676
ENSG00000034971	0.13476078
ENSG00000035115	0.2011823
ENSG00000035141	0.03930397
ENSG00000035403	0.062244337
ENSG00000035499	0.026130313
ENSG00000035664	0.02897092
ENSG00000035681	0.04718253
ENSG00000035687	0.02954335
ENSG00000035720	0.11208354
ENSG00000035862	0.6228829
ENSG00000035928	0.34405503
ENSG00000036054	0.26058364
ENSG00000036257	0.7824741
ENSG00000036448	0.40822297
ENSG00000036473	0.90366036
ENSG00000036530	0.5539182
ENSG00000036549	0.4339548
ENSG00000036565	0.027654001
ENSG00000036672	0.074196085
ENSG00000036828	0.81562597
ENSG00000037042	0.0050561875
ENSG00000037241	0.086499326
ENSG00000037280	0.6822037
ENSG00000037474	0.37527514
ENSG00000037637	0.10474014
ENSG00000037749	0.01909172
ENSG00000037757	0.0220778
ENSG00000037897	0.008062529
ENSG00000037965	0.017780116
ENSG00000038002	0.1961526
ENSG00000038210	0.0049999706
ENSG00000038219	0.093430206
ENSG00000038274	0.118686944
ENSG00000038295	0.2469072
ENSG00000038358	0.0060559264
ENSG00000038382	0.26877424
ENSG00000038427	0.37410232
ENSG00000038532	0.24946468
ENSG00000038945	0.09450543
ENSG00000039068	0.25494787
ENSG00000039123	0.018258885
ENSG00000039139	0.59508157
ENSG00000039319	0.28107503
ENSG00000039523	0.022440959
ENSG00000039537	0.15435317
ENSG00000039560	0.5696685
ENSG00000039600	0.9159999
ENSG00000039650	0.30650243
ENSG00000039987	0.033587582
ENSG00000040199	0.0442188
ENSG00000040275	0.29309762
ENSG00000040341	0.5215818
ENSG00000040487	0.008006073
ENSG00000040531	0.54367554
ENSG00000040608	0.25164148
ENSG00000040633	0.19237396
ENSG00000040731	0.15534107
ENSG00000040933	0.19123346
ENSG00000041353	0.17970642
ENSG00000041357	0.018732514
ENSG00000041515	0.47477305
ENSG00000041802	0.013426127
ENSG00000041880	0.005490535
ENSG00000041982	0.35164663
ENSG00000041988	0.0054471046
ENSG00000042062	0.0026580542
ENSG00000042088	0.14900516
ENSG00000042286	0.012303035
ENSG00000042317	0.14564641
ENSG00000042429	0.32009903
ENSG00000042445	0.0055645583
ENSG00000042493	0.0069802296
ENSG00000042753	0.21324317
ENSG00000042781	0.29085663
ENSG00000042813	0.40645912
ENSG00000042832	0.26539454
ENSG00000042980	0.06473193
ENSG00000043039	0.15300989
ENSG00000043093	0.0865116
ENSG00000043143	0.30691656
ENSG00000043355	0.6116292
ENSG00000043462	0.36638847
ENSG00000043514	0.10686851
ENSG00000043591	0.0036632577
ENSG00000044012	0.0073433514
ENSG00000044090	0.10064609
ENSG00000044115	0.5780625
ENSG00000044446	0.4651438
ENSG00000044459	0.20554926
ENSG00000044524	0.2338842
ENSG00000044574	0.009214727
ENSG00000046604	0.17713867
ENSG00000046647	0.0058906865
ENSG00000046651	0.76363635
ENSG00000046653	0.178334
ENSG00000046774	0.00028335472
ENSG00000046889	0.14365609
ENSG00000047056	0.075949326
ENSG00000047188	0.32344508
ENSG00000047230	0.2889518
ENSG00000047249	0.031839594
ENSG00000047315	0.17734821
ENSG00000047346	0.018755665
ENSG00000047365	0.042445365
ENSG00000047410	0.122537114
ENSG00000047457	0.76151663
ENSG00000047578	0.074121386
ENSG00000047579	0.32947266
ENSG00000047597	0.4722822
ENSG00000047617	0.34255576
ENSG00000047621	0.21773714
ENSG00000047634	0.07004401
ENSG00000047644	0.17010604
ENSG00000047648	0.4863934
ENSG00000047662	0.004378242
ENSG00000047849	0.14311169
ENSG00000047932	0.0050606607
ENSG00000047936	0.10605879
ENSG00000048028	0.052575503
ENSG00000048052	0.672339
ENSG00000048140	0.0047060917
ENSG00000048162	0.0031379054
ENSG00000048342	0.61940485
ENSG00000048392	0.24546218
ENSG00000048405	0.09832769
ENSG00000048462	0.013544714
ENSG00000048471	0.03154022
ENSG00000048540	0.71924615
ENSG00000048544	0.0051452247
ENSG00000048545	0.06678069
ENSG00000048649	0.6341387
ENSG00000048707	0.3763452
ENSG00000048740	0.64236456
ENSG00000048828	0.18835108
ENSG00000048991	0.38190782
ENSG00000049089	0.26311475
ENSG00000049130	0.4419478
ENSG00000049167	0.45622
ENSG00000049192	0.5910286
ENSG00000049239	0.3325151
ENSG00000049245	0.010698083
ENSG00000049246	0.05187196
ENSG00000049247	0.013257922
ENSG00000049249	0.16578676
ENSG00000049283	0.008277362
ENSG00000049323	0.52105266
ENSG00000049449	0.029041957
ENSG00000049540	0.2139989
ENSG00000049541	0.013033021
ENSG00000049618	0.8195934
ENSG00000049656	0.19127475
ENSG00000049759	0.88419026
ENSG00000049768	0.8985853
ENSG00000049769	0.00379988
ENSG00000049860	0.2234664
ENSG00000049883	0.013155238
ENSG00000050030	0.6688977
ENSG00000050130	0.01252969
ENSG00000050165	0.18135044
ENSG00000050327	0.0011893598
ENSG00000050344	0.27598056
ENSG00000050393	0.004947399
ENSG00000050405	0.016843334
ENSG00000050426	0.058788482
ENSG00000050438	0.78536093
ENSG00000050555	0.13404737
ENSG00000050628	0.2851125
ENSG00000050730	0.008127926
ENSG00000050748	0.057865057
ENSG00000050767	0.33483112
ENSG00000050820	0.2772864
ENSG00000051009	0.020710902
ENSG00000051108	0.2862478
ENSG00000051128	0.5784812
ENSG00000051180	0.29016456
ENSG00000051341	0.008093669
ENSG00000051382	0.57855064
ENSG00000051523	0.08336529
ENSG00000051596	0.13173369
ENSG00000051620	0.0044378676
ENSG00000051825	0.07003575
ENSG00000052126	0.3661125
ENSG00000052344	0.0071908496
ENSG00000052723	0.0066557527
ENSG00000052749	0.078416206
ENSG00000052795	0.19280748
ENSG00000052802	0.23380524
ENSG00000052841	0.30761823
ENSG00000052850	0.86187917
ENSG00000053108	0.18936355
ENSG00000053254	0.80851966
ENSG00000053328	0.0037664585
ENSG00000053371	0.004697895
ENSG00000053372	0.16129194
ENSG00000053438	0.008491026
ENSG00000053501	0.007280888
ENSG00000053524	0.15244195
ENSG00000053702	0.0020034022
ENSG00000053747	0.43748462
ENSG00000053770	0.013326407
ENSG00000053900	0.025370393
ENSG00000053918	0.5917668
ENSG00000054116	0.027104517
ENSG00000054118	0.15403941
ENSG00000054148	0.002915506
ENSG00000054179	0.0018161167
ENSG00000054219	0.016362416
ENSG00000054267	0.22641814
ENSG00000054277	0.05876698
ENSG00000054282	0.15638004
ENSG00000054356	0.052718665
ENSG00000054392	0.20368086
ENSG00000054523	0.5837076
ENSG00000054598	0.79959416
ENSG00000054611	0.10430998
ENSG00000054654	0.6223908
ENSG00000054690	0.3069683
ENSG00000054793	0.62837625
ENSG00000054796	0.16389921
ENSG00000054803	0.009905165
ENSG00000054938	0.022923876
ENSG00000054965	0.0932443
ENSG00000054967	0.124870576
ENSG00000054983	0.4139209
ENSG00000055044	0.11485607
ENSG00000055070	0.010338798
ENSG00000055118	0.590104
ENSG00000055130	0.35883728
ENSG00000055147	0.03908724
ENSG00000055163	0.69467884
ENSG00000055208	0.52638865
ENSG00000055211	0.0052219066
ENSG00000055332	0.06534688
ENSG00000055483	0.07985043
ENSG00000055609	0.8747437
ENSG00000055732	0.023694633
ENSG00000055813	0.0059522656
ENSG00000055917	0.15334608
ENSG00000055950	0.00088317506
ENSG00000055955	0.006104545
ENSG00000055957	0.013364658
ENSG00000056050	0.011828883
ENSG00000056097	0.27974248
ENSG00000056277	0.15520602
ENSG00000056291	0.016805632
ENSG00000056487	0.74281305
ENSG00000056558	0.026425876
ENSG00000056586	0.3447586
ENSG00000056736	0.0054270695
ENSG00000056972	0.037299674
ENSG00000056998	0.0029686054
ENSG00000057019	0.028622674
ENSG00000057149	0.00091998494
ENSG00000057252	0.020633617
ENSG00000057294	0.18320723
ENSG00000057468	0.011635703
ENSG00000057593	0.24641034
ENSG00000057608	0.041135333
ENSG00000057657	0.67714
ENSG00000057663	0.41695964
ENSG00000057704	0.004862286
ENSG00000057757	0.0030203864
ENSG00000057935	0.3241455
ENSG00000058056	0.36931086
ENSG00000058063	0.24880442
ENSG00000058085	0.20785415
ENSG00000058091	0.020382535
ENSG00000058262	0.5101462
ENSG00000058272	0.29274064
ENSG00000058335	0.52661556
ENSG00000058404	0.6518653
ENSG00000058453	0.1888962
ENSG00000058600	0.031084577
ENSG00000058668	0.019020794
ENSG00000058673	0.15678567
ENSG00000058729	0.008184856
ENSG00000058799	0.019831607
ENSG00000058804	0.15772046
ENSG00000058866	0.31882876
ENSG00000059122	0.00885032
ENSG00000059145	0.05005591
ENSG00000059377	0.27333072
ENSG00000059378	0.018989926
ENSG00000059573	0.18947175
ENSG00000059588	0.21970493
ENSG00000059691	0.111223735
ENSG00000059728	0.006305016
ENSG00000059758	0.3454171
ENSG00000059769	0.0046883174
ENSG00000059804	0.019228142
ENSG00000059915	0.32793415
ENSG00000060069	0.058575705
ENSG00000060138	0.46954343
ENSG00000060140	0.018616332
ENSG00000060237	0.6921992
ENSG00000060339	0.2072334
ENSG00000060491	0.00072710635
ENSG00000060558	0.060177088
ENSG00000060566	0.17586534
ENSG00000060642	0.057852715
ENSG00000060656	0.2852682
ENSG00000060688	0.01083523
ENSG00000060709	0.517419
ENSG00000060718	0.6881647
ENSG00000060749	0.3145881
ENSG00000060762	0.11208996
ENSG00000060971	0.023346659
ENSG00000060982	0.034053825
ENSG00000061273	0.599253
ENSG00000061337	0.7023583
ENSG00000061455	0.61594856
ENSG00000061492	0.040110428
ENSG00000061656	0.008601923
ENSG00000061676	0.35020512
ENSG00000061794	0.00831097
ENSG00000061918	0.2393967
ENSG00000061936	0.15894775
ENSG00000061938	0.44080484
ENSG00000061987	0.23411836
ENSG00000062038	0.14136562
ENSG00000062096	0.07448041
ENSG00000062194	0.009003939
ENSG00000062282	0.004628837
ENSG00000062370	0.00081855705
ENSG00000062485	0.7418201
ENSG00000062524	0.0076113534
ENSG00000062582	0.015100503
ENSG00000062598	0.09123117
ENSG00000062650	0.10141121
ENSG00000062716	0.3916314
ENSG00000062725	0.14499964
ENSG00000062822	0.11295171
ENSG00000063015	0.070290826
ENSG00000063046	0.4638091
ENSG00000063127	0.0040305653
ENSG00000063169	0.17971346
ENSG00000063176	0.0036839498
ENSG00000063177	0.26124272
ENSG00000063180	0.007284776
ENSG00000063241	0.0043236925
ENSG00000063244	0.31331766
ENSG00000063245	0.010222068
ENSG00000063322	0.005429886
ENSG00000063438	0.00997468
ENSG00000063515	0.020942662
ENSG00000063587	0.0014416463
ENSG00000063601	0.8501253
ENSG00000063660	0.010257686
ENSG00000063761	0.018010119
ENSG00000063854	0.2717813
ENSG00000063978	0.72804356
ENSG00000064012	0.23306628
ENSG00000064042	0.5845866
ENSG00000064102	0.060107633
ENSG00000064115	0.19391267
ENSG00000064195	0.43865755
ENSG00000064199	0.011347556
ENSG00000064201	0.0027870927
ENSG00000064205	0.0021670216
ENSG00000064218	0.39095637
ENSG00000064225	0.031989396
ENSG00000064270	0.16480869
ENSG00000064300	0.12835065
ENSG00000064309	0.54400533
ENSG00000064313	0.113421336
ENSG00000064393	0.5416029
ENSG00000064419	0.026800593
ENSG00000064489	0.0021455716
ENSG00000064490	0.12889807
ENSG00000064545	0.032430436
ENSG00000064547	0.00763065
ENSG00000064601	0.7580161
ENSG00000064607	0.32690358
ENSG00000064651	0.42334592
ENSG00000064652	0.014924139
ENSG00000064655	0.20011562
ENSG00000064666	0.2191673
ENSG00000064687	0.18739705
ENSG00000064692	0.023834096
ENSG00000064703	0.02985857
ENSG00000064726	0.009422322
ENSG00000064763	0.030992579
ENSG00000064787	0.0034485857
ENSG00000064835	0.5726676
ENSG00000064886	0.005523204
ENSG00000064932	0.06549145
ENSG00000064933	0.36127844
ENSG00000064961	0.040465966
ENSG00000064989	0.35458142
ENSG00000064995	0.0021627122
ENSG00000064999	0.21591792
ENSG00000065000	0.08640081
ENSG00000065029	0.013020791
ENSG00000065054	0.00679338
ENSG00000065057	0.025004739
ENSG00000065060	0.016594114
ENSG00000065135	0.05717253
ENSG00000065150	0.53152645
ENSG00000065154	0.21406811
ENSG00000065183	0.03181457
ENSG00000065243	0.14247939
ENSG00000065268	0.23243639
ENSG00000065308	0.18603319
ENSG00000065320	0.66454476
ENSG00000065325	0.008683474
ENSG00000065328	0.412273
ENSG00000065357	0.32819566
ENSG00000065361	0.46880248
ENSG00000065371	0.22581698
ENSG00000065413	0.2641131
ENSG00000065427	0.23375973
ENSG00000065457	0.0316513
ENSG00000065485	0.024305679
