variant_id	DosaCNV_score
nssv3444534	0.024434447
nssv3444542	0.19857967
nssv3444546	0.10134137
nssv3444547	0.96399856
nssv3444550	0.77473027
nssv3444560	0.964093
nssv3444571	0.20436549
nssv3444577	0.00460881
nssv3444578	0.99999946
nssv3444581	0.57228035
nssv3444582	0.054818034
nssv3444583	0.5223906
nssv3444596	0.851428
nssv3444597	0.010993302
nssv3444598	0.77308583
nssv3444611	0.60767424
nssv3444618	0.8407885
nssv3444620	0.55399513
nssv3444625	0.99932724
nssv3444630	0.18665546
nssv3444635	0.99998
nssv3444639	0.05165994
nssv3444642	0.12731928
nssv3444653	0.6216152
nssv3444659	0.021151543
nssv3444672	0.04169911
nssv3444675	0.8210841
nssv3444679	0.36759144
nssv3444694	0.4920953
nssv3444696	0.21725059
nssv3444700	0.18634242
nssv3444703	0.8166861
nssv3444716	0.8121732
nssv3444718	0.9998371
nssv3444720	0.99998415
nssv3444723	0.6341956
nssv3444726	0.1327318
nssv3444738	0.9867156
nssv3444739	0.99615556
nssv3444751	0.010660708
nssv3444775	0.09483063
nssv3444786	0.37363172
nssv3444807	0.04491371
nssv3444811	0.5262996
nssv3444814	0.10055709
nssv3444822	0.90470165
nssv3444830	0.9999785
nssv3444834	1.0
nssv3444841	0.04303813
nssv3444842	0.8971548
nssv3444843	0.32998377
nssv3444848	0.4883302
nssv3444858	0.3611586
nssv3444860	0.99978083
nssv3444863	0.045613527
nssv3444869	0.18757123
nssv3444872	0.06785905
nssv3444874	0.044644296
nssv3444882	0.81653863
nssv3444884	0.04576987
nssv3444891	0.9734112
nssv3444892	0.9828336
nssv3444895	0.09231156
nssv3444897	0.06350577
nssv3444914	0.9986846
nssv3444918	0.34583604
nssv3444923	0.12675893
nssv3444924	0.90233433
nssv3444926	0.99016154
nssv3444929	0.8707624
nssv3444931	0.0820871
nssv3444937	0.10789305
nssv3444941	0.22196078
nssv3444942	0.037630916
nssv3444944	0.2039693
nssv3444954	0.043079138
nssv3444960	0.40410286
nssv3444968	0.020195544
nssv3444972	0.8345129
nssv3444978	0.9850945
nssv3444988	0.0023213625
nssv3445005	0.07800299
nssv3445007	0.35641348
nssv3445010	0.009450078
nssv3445018	0.80641043
nssv3445025	0.19738078
nssv3445052	0.9092523
nssv3445055	0.2205339
nssv3445056	1.0
nssv3445057	0.9860057
nssv3445058	0.76913524
nssv3445068	0.11994022
nssv3445092	0.9980556
nssv3445105	0.6514756
nssv3445107	0.9998781
nssv3445119	0.9999995
nssv3445121	0.99999994
nssv3445128	0.9962451
nssv3445132	0.09231156
nssv3445136	0.10134137
nssv3445172	0.9944948
nssv3445179	0.47608566
nssv3445184	0.5774913
nssv3445187	0.048370183
nssv3445188	0.26303202
nssv3445194	0.87881243
nssv3445209	0.94301915
nssv3445212	0.86075103
nssv3445213	0.16807884
nssv3445219	0.86121255
nssv3445224	0.058153033
nssv3445226	0.34908336
nssv3445243	0.6300988
nssv3445257	0.59601754
nssv3445260	0.99667466
nssv3445262	0.32627678
nssv3445266	1.0
nssv3445268	0.9999488
nssv3445269	1.0
nssv3445273	0.097364545
nssv3445286	0.13650823
nssv3445296	0.20586085
nssv3445302	0.0050709844
nssv3445308	0.99995714
nssv3445323	0.5929655
nssv3445325	0.99981344
nssv3445326	0.9423132
nssv3445331	0.9726076
nssv3445341	0.99963844
nssv3445348	0.133529
nssv3445359	0.99996173
nssv3445363	0.999693
nssv3445374	0.10072458
nssv3445375	0.13650823
nssv3445378	0.9996005
nssv3445384	0.9983514
nssv3445385	1.0
nssv3445387	0.30133522
nssv3445392	0.99077094
nssv3445405	0.9471824
nssv3445406	0.16303253
nssv3445407	0.12015164
nssv3445408	0.15181327
nssv3445411	0.98958683
nssv3445424	0.36618328
nssv3445426	0.6209985
nssv3445438	0.08100307
nssv3445439	0.9613733
nssv3445443	0.018652856
nssv3445455	0.99954015
nssv3445456	0.20178944
nssv3445459	0.40234113
nssv3445465	0.7443513
nssv3445467	0.030339062
nssv3445479	0.14378452
nssv3445481	0.99999994
nssv3445484	0.8645377
nssv3445485	0.05795145
nssv3445491	0.9997579
nssv3445497	0.9992595
nssv3445500	0.25270182
nssv3445502	0.57630706
nssv3445504	0.22515237
nssv3445506	0.34362668
nssv3445511	0.88700855
nssv3445514	0.022490978
nssv3445517	0.18757123
nssv3445520	0.6546702
nssv3445526	0.1327318
nssv3445528	0.13907129
nssv3445529	0.37705988
nssv3445533	0.99997675
nssv3445536	0.8879723
nssv3445538	0.10134137
nssv3445549	0.97439855
nssv3445550	0.8920237
nssv3445557	0.066913545
nssv3445560	0.0006092191
nssv3445563	0.15782094
nssv3445565	0.96860325
nssv3445568	0.3030759
nssv3445569	0.9996008
nssv3445573	0.54870564
nssv3445578	0.99999845
nssv3445579	0.73858976
nssv3445580	0.3548047
nssv3445587	0.9988236
nssv3445588	0.9999996
nssv3445602	0.9994208
nssv3445604	0.8826196
nssv3445607	0.228508
nssv3445609	0.9976324
nssv3445610	0.9999988
nssv3445618	1.0
nssv3445626	0.99999714
nssv3445631	0.83964133
nssv3445640	0.35657734
nssv3445646	0.7001426
nssv3445647	0.9796658
nssv3445649	0.88902605
nssv3445650	0.49561453
nssv3445654	0.68375623
nssv3445664	0.99999994
nssv3445665	0.012229383
nssv3445672	0.99950624
nssv3445683	0.99604875
nssv3445685	0.57480013
nssv3445692	0.008951485
nssv3445696	0.67343044
nssv3445701	0.8732765
nssv3445705	0.9918903
nssv3445706	0.024898231
nssv3445724	0.5162543
nssv3445726	0.37427747
nssv3445733	0.012552559
nssv3445741	0.8627228
nssv3445750	0.17703587
nssv3445754	0.21542478
nssv3445757	0.37670565
nssv3445758	0.2331348
nssv3445765	0.9994009
nssv3445767	0.99984616
nssv3445770	0.99929214
nssv3445780	0.23078388
nssv3445781	0.013278663
nssv3445782	0.99940586
nssv3445784	0.020338833
nssv3445794	0.9999996
nssv3445801	0.7934385
nssv3445805	0.73636234
nssv3445807	0.58930707
nssv3445812	0.22481155
nssv3445814	0.09576017
nssv3445815	0.99992687
nssv3445818	0.8645377
nssv3445824	0.0037205815
nssv3445832	0.7895347
nssv3445835	0.1529851
nssv3445837	0.17121124
nssv3445840	0.2517143
nssv3445845	0.9032744
nssv3445853	0.011788726
nssv3445855	0.37046182
nssv3445859	0.045613527
nssv3445872	0.9999962
nssv3445876	0.99999446
nssv3445877	0.00954777
nssv3445882	0.99694526
nssv3445883	0.06931645
nssv3445886	0.03347218
nssv3445891	0.8121732
nssv3445901	1.0
nssv3445908	0.30133522
nssv3445909	0.5051108
nssv3445916	0.48744202
nssv3445917	0.9778752
nssv3445920	0.00081014633
nssv3445930	0.8727296
nssv3445934	0.8980556
nssv3445935	0.9990384
nssv3445938	0.26013702
nssv3445939	0.42327565
nssv3445953	0.61050963
nssv3445993	0.957585
nssv3446001	0.99995893
nssv3446016	0.8231683
nssv3446017	0.074136555
nssv3446028	0.11186886
nssv3446030	0.04411894
nssv3446036	0.6034174
nssv3446042	0.0480268
nssv3446060	0.98582363
nssv3446062	0.009882569
nssv3446065	0.9885242
nssv3446072	0.532777
nssv3446073	0.4279124
nssv3446082	0.2969066
nssv3446084	0.9999643
nssv3446087	0.008570433
nssv3446089	0.015631497
nssv3446097	0.99531436
nssv3446101	1.0
nssv3446105	0.07837129
nssv3446109	0.5059632
nssv3446114	0.028741956
nssv3446131	0.6006891
nssv3446147	0.9919259
nssv3446150	0.0021993518
nssv3446165	0.2168262
nssv3446170	0.87881243
nssv3446176	0.99999493
nssv3446177	0.0075781345
nssv3446189	0.5064288
nssv3446198	0.9811249
nssv3446208	0.15646738
nssv3446210	0.2693168
nssv3446211	0.90233433
nssv3446215	0.9648601
nssv3446216	0.22882652
nssv3446221	0.9863372
nssv3446223	0.15741968
nssv3446224	0.9999999
nssv3446225	0.6936498
nssv3446226	0.93418765
nssv3446227	0.0027341843
nssv3446229	0.008829117
nssv3446232	0.13196045
nssv3446240	0.036796153
nssv3446242	0.9996194
nssv3446244	0.06311607
nssv3446245	0.27124554
nssv3446248	0.66771746
nssv3446256	0.30133522
nssv3446257	0.9534451
nssv3446261	0.9733851
nssv3446263	0.7807311
nssv3446264	0.13650823
nssv3446267	0.008262932
nssv3446268	0.99999
nssv3446271	0.60708344
nssv3446282	0.3188597
nssv3446283	0.53973496
nssv3446291	1.0
nssv3446294	0.99999964
nssv3446297	0.7755586
nssv3446300	0.22217345
nssv3446302	0.14531732
nssv3446305	0.8177661
nssv3446306	0.9999508
nssv3446309	0.05629021
nssv3446316	0.0075781345
nssv3446324	0.31336778
nssv3446329	0.96390665
nssv3446335	0.9977756
nssv3446337	0.9999953
nssv3446338	0.7598653
nssv3446344	0.48402935
nssv3446349	0.9999993
nssv3446350	0.007529795
nssv3446352	0.99955475
nssv3446355	0.86326355
nssv3446361	0.99994415
nssv3446368	0.3252591
nssv3446375	0.45926416
nssv3446384	0.0091100335
nssv3446395	0.99994594
nssv3446401	0.1327318
nssv3446404	0.011141479
nssv3446420	0.30554557
nssv3446426	0.6500544
nssv3446436	0.99995714
nssv3446438	0.7237204
nssv3446449	0.9999988
nssv3446450	0.10134137
nssv3446451	0.49561453
nssv3446459	0.9770209
nssv3446473	0.98177916
nssv3446495	0.744086
nssv3446497	0.9866554
nssv3446499	0.002388537
nssv3446501	0.1928975
nssv3446506	0.99602824
nssv3446513	0.35349
nssv3446514	0.10352582
nssv3446517	0.89624965
nssv3446540	0.127154
nssv3446543	0.17861855
nssv3446553	0.6646061
nssv3446558	0.6109134
nssv3446561	0.9811178
nssv3446576	0.37363172
nssv3446584	0.8121732
nssv3446590	0.026008189
nssv3446594	0.4430163
nssv3446613	0.3002106
nssv3446617	0.23402083
nssv3446625	0.61763847
nssv3446628	0.65354097
nssv3446629	0.99310416
nssv3446630	0.045613527
nssv3446632	0.0071370006
nssv3446633	0.05250454
nssv3446640	0.755903
nssv3446641	0.20021403
nssv3446642	0.8953496
nssv3446646	0.33886743
nssv3446659	0.46788186
nssv3446663	0.9713666
nssv3446665	0.99996996
nssv3446667	0.99214494
nssv3446669	0.05815512
nssv3446675	0.6622899
nssv3446677	0.76262534
nssv3446682	0.10352582
nssv3446692	0.36944056
nssv3446697	0.018939018
nssv3446704	0.9137827
nssv3446707	0.10352582
nssv3446714	0.051497042
nssv3446717	0.005600333
nssv3446722	0.9999998
nssv3446723	0.6500544
nssv3446726	0.60720104
nssv3446740	0.60708344
nssv3446746	0.99667466
nssv3446754	0.9149075
nssv3446764	0.40750086
nssv3446776	0.5517408
nssv3446790	0.9976556
nssv3446797	0.99309826
nssv3446811	0.048047364
nssv3446828	0.76344734
nssv3446833	0.46571386
nssv3446834	0.43176305
nssv3446839	0.00012046099
nssv3446842	0.059007943
nssv3446848	0.014579952
nssv3446849	0.06350577
nssv3446850	0.2108053
nssv3446857	1.0
nssv3446859	0.9999166
nssv3446862	0.5766455
nssv3446863	0.027458847
nssv3446865	0.9999843
nssv3446873	0.87232584
nssv3446877	0.0032083392
nssv3446878	0.49935704
nssv3446879	0.43067288
nssv3446880	0.8646747
nssv3446886	0.59218985
nssv3446892	0.036956787
nssv3446893	0.55511427
nssv3446895	0.9865916
nssv3446899	0.529238
nssv3446913	0.019924283
nssv3446929	0.5330626
nssv3446931	0.45926416
nssv3446932	0.03347218
nssv3446934	0.9998037
nssv3446935	0.10134137
nssv3446942	0.921633
nssv3446949	0.9827656
nssv3446951	0.99997634
nssv3446953	0.34065926
nssv3446956	0.15344524
nssv3446965	0.99999756
nssv3446966	0.5014341
nssv3446983	0.57630706
nssv3446997	0.009606719
nssv3447002	0.9930088
nssv3447003	0.99999946
nssv3447012	0.31122535
nssv3447020	0.30477905
nssv3447027	0.5632225
nssv3447030	0.93418765
nssv3447037	0.0070753098
nssv3447041	0.9999789
nssv3447042	0.54849344
nssv3447043	0.6985733
nssv3447055	0.99997634
nssv3447065	0.014892936
nssv3447069	0.6216152
nssv3447075	0.005785644
nssv3447109	0.19010752
nssv3447110	0.048813283
nssv3447118	0.057733595
nssv3447133	0.49401808
nssv3447136	0.9753058
nssv3447142	0.9995161
nssv3447150	0.43889737
nssv3447151	0.2088216
nssv3447154	0.89203656
nssv3447164	0.21725059
nssv3447171	0.8757428
nssv3447188	0.092499495
nssv3447206	0.9999713
nssv3447216	0.5168594
nssv3447219	0.99976826
nssv3447220	0.29882765
nssv3447221	0.18178833
nssv3447228	0.99603516
nssv3447232	0.962668
nssv3447235	1.0
nssv3447239	0.9878227
nssv3447241	0.32192636
nssv3447244	0.69235194
nssv3447253	0.9999999
nssv3447255	0.0073843
nssv3447259	0.9845975
nssv3447267	0.6209985
nssv3447270	0.10134137
nssv3447281	0.004378736
nssv3447286	0.9690903
nssv3447287	0.16554976
nssv3447295	0.041718602
nssv3447298	0.99998164
nssv3447303	1.0
nssv3447305	0.986871
nssv3447324	0.0040192604
nssv3447325	0.76469254
nssv3447337	0.9962879
nssv3447339	1.0
nssv3447342	0.0040192604
nssv3447350	0.335276
nssv3447354	0.048370183
nssv3447358	0.8401364
nssv3447359	0.98281586
nssv3447360	0.019835472
nssv3447364	0.9950819
nssv3447365	0.04090321
nssv3447366	0.99992114
nssv3447371	0.3119352
nssv3447378	0.57630706
nssv3447381	0.9104079
nssv3447383	0.84741795
nssv3447384	0.37498826
nssv3447386	0.9798225
nssv3447390	0.29086483
nssv3447395	0.2039693
nssv3447396	0.9999709
nssv3447399	0.9712756
nssv3447402	0.0045071244
nssv3447408	0.9257763
nssv3447412	0.049384475
nssv3447413	0.99946535
nssv3447415	0.58254296
nssv3447423	0.9974774
nssv3447427	0.013278663
nssv3447428	0.19010752
nssv3447432	0.99895555
nssv3447438	0.72117925
nssv3447441	0.96324444
nssv3447444	0.9999977
nssv3447445	0.70703787
nssv3447448	0.032402813
nssv3447457	0.10789305
nssv3447461	0.921633
nssv3447463	0.99788105
nssv3447465	0.26013702
nssv3447468	0.10134137
nssv3447470	0.09576017
nssv3447472	0.57630706
nssv3447473	0.04722202
nssv3447478	0.87881243
nssv3447482	0.10352582
nssv3447486	0.10134137
nssv3447488	0.13650823
nssv3447489	0.020751894
nssv3447494	0.8121732
nssv3447499	0.99998415
nssv3447505	0.99905413
nssv3447509	0.078709126
nssv3447519	0.45284635
nssv3447521	0.04728782
nssv3447525	0.0010480285
nssv3447542	0.6209985
nssv3447559	0.73633534
nssv3447560	0.74996173
nssv3447565	0.86112386
nssv3447568	0.21801585
nssv3447582	0.20586085
nssv3447584	0.5648293
nssv3447589	0.09231156
nssv3447590	0.27124554
nssv3447595	0.9995368
nssv3447599	0.008570433
nssv3447617	0.028521538
nssv3447623	0.99921
nssv3447631	0.94082296
nssv3447636	0.0010877252
nssv3447639	0.18506217
nssv3447646	0.002388537
nssv3447647	1.0
nssv3447655	0.99805367
nssv3447660	0.41385114
nssv3447665	0.9912283
nssv3447668	0.37607372
nssv3447673	0.9742201
nssv3447676	0.57630706
nssv3447677	0.41899598
nssv3447684	0.99962485
nssv3447699	0.17130828
nssv3447708	0.9958269
nssv3447712	0.03840983
nssv3447715	0.99466425
nssv3447719	0.051497042
nssv3447726	0.99971735
nssv3447728	0.08503938
nssv3447731	0.30133522
nssv3447740	0.9778752
nssv3447746	0.026868403
nssv3447748	0.3140527
nssv3447749	0.9521021
nssv3447765	0.8935085
nssv3447768	0.8727296
nssv3447777	0.2931825
nssv3447791	1.0
nssv3447794	0.99987406
nssv3447796	0.012615681
nssv3447799	0.8909082
nssv3447810	0.2797734
nssv3447816	0.05313313
nssv3447821	0.97739756
nssv3447824	0.0021993518
nssv3447829	0.8812485
nssv3447864	0.89624965
nssv3447866	0.6412132
nssv3447876	0.9623423
nssv3447879	0.030339062
nssv3447883	0.41899598
nssv3447888	0.2599566
nssv3447891	0.6209985
nssv3447902	0.9999865
nssv3447907	0.85523623
nssv3447908	0.015631497
nssv3447922	0.9999993
nssv3447929	0.0036628246
nssv3447931	0.024013937
nssv3447936	0.9811249
nssv3447937	0.27618694
nssv3447947	0.99963844
nssv3447957	1.0
nssv3447964	0.99999756
nssv3447973	0.9995778
nssv3447979	0.99942356
nssv3447982	0.10134137
nssv3447987	0.9999619
nssv3447992	0.8757632
nssv3448001	0.17051768
nssv3448012	0.30133522
nssv3448017	0.026100516
nssv3448018	0.07752526
nssv3448027	0.55917823
nssv3448034	1.0
nssv3448035	0.10134137
nssv3448042	0.32235295
nssv3448047	0.02703625
nssv3448048	0.91644305
nssv3448056	0.949713
nssv3448057	0.7131173
nssv3448058	0.9999999
nssv3448064	0.37587875
nssv3448067	0.5473598
nssv3448069	0.99999845
nssv3448075	0.21725059
nssv3448076	0.99914515
nssv3448083	0.99143827
nssv3448093	0.3337893
nssv3448097	0.39985806
nssv3448100	0.68221575
nssv3448103	0.96610737
nssv3448110	0.20495582
nssv3448114	0.017408669
nssv3448116	0.11998916
nssv3448125	0.99999994
nssv3448128	0.050044
nssv3448134	0.93418765
nssv3448138	0.9999999
nssv3448141	0.88719165
nssv3448143	0.7292423
nssv3448159	0.058153033
nssv3448169	0.41899598
nssv3448189	0.9923051
nssv3448195	0.0021993518
nssv3448196	0.35349
nssv3448199	0.9053591
nssv3448200	0.780406
nssv3448207	0.024160266
nssv3448209	0.085740626
nssv3448214	0.94846004
nssv3448226	0.93418765
nssv3448230	0.9270825
nssv3448240	0.8952274
nssv3448242	0.06946826
nssv3448245	0.88210773
nssv3448249	0.94530964
nssv3448253	0.999117
nssv3448254	0.03358078
nssv3448260	0.0002142787
nssv3448262	0.8988749
nssv3448264	0.3667146
nssv3448268	0.6988569
nssv3448280	0.99999994
nssv3448282	0.007260442
nssv3448285	0.07795012
nssv3448286	0.52205503
nssv3448294	0.70018566
nssv3448297	0.33380818
nssv3448299	0.98406976
nssv3448317	0.0032179952
nssv3448318	0.45396012
nssv3448319	0.44776893
nssv3448322	0.22375917
nssv3448332	0.3536054
nssv3448341	0.80641043
nssv3448343	0.9996825
nssv3448360	0.9999981
nssv3448361	0.012552559
nssv3448366	0.9932081
nssv3448368	0.9990453
nssv3448375	1.0
nssv3448383	0.00011122227
nssv3448390	0.90216637
nssv3448394	0.02828139
nssv3448406	0.8727296
nssv3448416	0.46014982
nssv3448450	0.9999999
nssv3448451	0.9971255
nssv3448453	0.54326546
nssv3448470	0.04090321
nssv3448484	0.0023213625
nssv3448491	0.03347218
nssv3448493	0.008518875
nssv3448499	0.22375917
nssv3448501	0.42060184
nssv3448505	0.71685284
nssv3448513	0.962668
nssv3448524	1.0
nssv3448537	0.7840919
nssv3448548	0.17275149
nssv3448550	0.90216637
nssv3448568	0.9920653
nssv3448575	0.99748266
nssv3448588	0.77660966
nssv3448593	0.99999815
nssv3448597	0.35601473
nssv3448598	0.7685309
nssv3448600	0.9996465
nssv3448621	0.57630706
nssv3448624	0.023075163
nssv3448629	0.043390572
nssv3448631	0.999962
nssv3448638	0.7563664
nssv3448643	0.95016456
nssv3448655	0.099197626
nssv3448658	0.7856267
nssv3448661	0.1327318
nssv3448664	0.9999935
nssv3448669	0.110645294
nssv3448673	0.047700226
nssv3448680	0.13768941
nssv3448688	0.93418765
nssv3448690	0.007415414
nssv3448693	0.8121732
nssv3448697	0.8285167
nssv3448704	0.40299988
nssv3448715	0.5632225
nssv3448716	0.1827339
nssv3448729	0.99992883
nssv3448749	0.05599165
nssv3448754	0.89142615
nssv3448773	0.015631497
nssv3448774	0.061972737
nssv3448775	0.7172854
nssv3448790	0.30920112
nssv3448800	0.80641043
nssv3448813	0.20351541
nssv3448822	0.5279006
nssv3448823	0.9931673
nssv3448824	0.9999896
nssv3448829	0.2026279
nssv3448835	0.99991983
nssv3448841	0.08100307
nssv3448849	0.8627228
nssv3448852	0.9994387
nssv3448867	0.13650823
nssv3448886	1.0
nssv3448890	0.8645377
nssv3448893	0.29850936
nssv3448903	0.9746769
nssv3448913	0.2931825
nssv3448915	0.00012046099
nssv3448917	0.89473933
nssv3448925	0.8705559
nssv3448926	0.9942195
nssv3448929	0.6912457
nssv3448932	0.67343044
nssv3448934	0.18388605
nssv3448936	0.027289212
nssv3448951	0.64526093
nssv3448953	0.11679697
nssv3448958	0.18403411
nssv3448961	0.8732765
nssv3448968	0.9999229
nssv3448972	0.8504459
nssv3448994	0.42345428
nssv3448998	0.99999994
nssv3448999	0.9725322
nssv3449005	0.09576017
nssv3449019	0.21805656
nssv3449027	0.0030432343
