variant_id	DosaCNV_score
nssv15612285	0.04653138
nssv15612288	0.0054626465
nssv15612289	0.018328726
nssv15612291	0.0945853
nssv15612293	0.0029084086
nssv15612324	0.41164684
nssv15612329	0.005784929
nssv15612335	0.045980096
nssv15612344	0.0064567327
nssv15612349	0.0027015805
nssv15612353	0.0010534525
nssv15612354	0.0037751794
nssv15612359	0.17982775
nssv15612360	0.0027015805
nssv15612365	0.0027015805
nssv15612369	0.0017954111
nssv15612372	0.0945853
nssv15612375	0.033110976
nssv15612379	0.00013613701
nssv15612380	0.002448678
nssv15612389	0.84854954
nssv15612390	0.17982775
nssv15612395	0.0001989603
nssv15612403	0.0027015805
nssv15612422	0.00070494413
nssv15612426	0.0010534525
nssv15612429	0.17159206
nssv15612436	0.00057446957
nssv15612473	0.30656987
nssv15612487	0.0018119812
nssv15612490	0.011606395
nssv15612493	0.0010534525
nssv15612505	0.17982775
nssv15612545	0.0945853
nssv15612556	0.22054124
nssv15612564	0.00015240908
nssv15612572	0.029898345
nssv15612574	0.05677408
nssv15612581	0.004145384
nssv15612587	0.0024520755
nssv15612597	0.09458023
nssv15612599	0.012083232
nssv15612600	0.00013494492
nssv15612602	0.12989175
nssv15612604	0.06590736
nssv15612605	0.011884093
nssv15612607	0.07849151
nssv15612614	0.7567059
nssv15612615	0.03769064
nssv15612628	0.00057446957
nssv15612631	0.022001624
nssv15612633	0.003704667
nssv15612646	0.41164684
nssv15612670	0.0031755567
nssv15612672	0.00013613701
nssv15612676	0.34638005
nssv15612681	0.012083232
nssv15612683	0.0033535957
nssv15612689	0.00013613701
nssv15612693	0.0025299788
nssv15612730	0.17159206
nssv15612743	0.41164684
nssv15612766	0.008087814
nssv15612771	0.40227365
nssv15612807	0.00057446957
nssv15612827	0.07702482
nssv15612834	0.00057446957
nssv15612836	0.06590736
nssv15612851	0.0042973757
nssv15612852	0.037887573
nssv15612858	0.012083232
nssv15612868	0.00090044737
nssv15612880	0.00057446957
nssv15612882	0.06590736
nssv15612889	0.019326866
nssv15612899	0.045947075
nssv15612921	0.0010534525
nssv15612939	0.0031755567
nssv15612942	0.0009303093
nssv15612950	0.05751002
nssv15612952	0.046631336
nssv15612958	0.006565392
nssv15612962	0.00013494492
nssv15612963	0.00057446957
nssv15612976	0.17982775
nssv15612978	0.0027015805
nssv15612982	0.015741765
nssv15612984	0.119256556
nssv15613018	0.0945853
nssv15613025	0.44204688
nssv15613040	0.0031755567
nssv15613058	0.018092752
nssv15613075	0.00061666965
nssv15613084	0.15669477
nssv15613085	0.018486023
nssv15613091	0.030884981
nssv15613113	0.0072978735
nssv15613119	0.016611516
nssv15613141	0.03378761
nssv15613144	0.0945853
nssv15613149	0.22054124
nssv15613150	0.013983309
nssv15613151	0.0027015805
nssv15613155	0.119256556
nssv15613161	0.043405116
nssv15613166	0.6868315
nssv15613167	0.17982775
nssv15613173	0.022179604
nssv15613175	0.8121732
nssv15613181	0.04653138
nssv15613187	0.6868315
nssv15613195	0.8121732
nssv15613205	0.04653138
nssv15613209	0.018328726
nssv15613211	0.012083232
nssv15613221	0.5062864
nssv15613249	0.03846693
nssv15613252	0.056185365
nssv15613256	0.014885783
nssv15613260	0.09738237
nssv15613261	0.009039819
nssv15613264	0.00057446957
nssv15613290	0.004757941
nssv15613291	0.07024181
nssv15613292	0.03453982
nssv15613294	0.0054626465
nssv15613295	0.41164684
nssv15613308	0.0031755567
nssv15613316	0.003704667
nssv15613319	0.012083232
nssv15613323	0.41164684
nssv15613335	0.17159206
nssv15613360	0.0017954111
nssv15613389	0.029305398
nssv15613406	0.1250549
nssv15613419	0.0013349652
nssv15613427	0.008246958
nssv15613433	0.029329121
nssv15613436	0.00057446957
nssv15613439	0.6099243
nssv15613473	0.46710587
nssv15613479	0.0027015805
nssv15613531	0.001229763
nssv15613541	0.009039819
nssv15613543	0.00013494492
nssv15613548	0.51324266
nssv15613563	0.23389536
nssv15613567	0.0017954111
nssv15613580	0.011937559
nssv15613582	0.015741765
nssv15613583	0.024518967
nssv15613589	0.06590736
nssv15613600	0.00077211857
nssv15613633	0.44204688
nssv15613641	0.0054626465
nssv15613645	0.61945087
nssv15613653	0.17159206
nssv15613661	0.17982775
nssv15613672	0.090411365
nssv15613673	0.0031912327
nssv15613686	0.009039819
nssv15613698	0.45380932
nssv15613701	0.006913662
nssv15613703	0.0010534525
nssv15613711	0.45380932
nssv15613775	0.0022346973
nssv15613788	0.17159206
nssv15613802	0.17982775
nssv15613815	0.007865369
nssv15613820	0.0022544265
nssv15613824	0.01082474
nssv15613830	0.17159206
nssv15613831	0.012083232
nssv15613838	0.0010534525
nssv15613855	0.0045691133
nssv15613863	0.012083232
nssv15613881	0.17982775
nssv15613888	0.02358532
nssv15613889	0.06590736
nssv15613902	0.0042973757
nssv15613906	0.1250549
nssv15613923	0.1250549
nssv15613929	0.002448678
nssv15613931	0.17189556
nssv15613938	0.0043620467
nssv15613955	0.021556973
nssv15613977	0.0010534525
nssv15613981	0.004145384
nssv15614016	0.00057446957
nssv15614023	0.0027015805
nssv15614043	0.27219224
nssv15614057	0.0016500354
nssv15614086	0.051287413
nssv15614095	0.07907027
nssv15614110	0.0017954111
nssv15614122	0.0945853
nssv15614165	0.00091326237
nssv15614187	0.0027015805
nssv15614188	0.006298661
nssv15614190	0.9956689
nssv15614193	0.012083232
nssv15614195	0.045613527
nssv15614212	0.006756723
nssv15614235	0.001447916
nssv15614237	0.0945853
nssv15614240	0.007904172
nssv15614243	0.17982775
nssv15614259	0.016611516
nssv15614264	0.33886743
nssv15614269	0.013782561
nssv15614272	0.1398099
nssv15614273	0.029371142
nssv15614274	0.119256556
nssv15614302	0.014308214
nssv15614309	0.014372468
nssv15614310	0.0033945441
nssv15614321	0.06590736
nssv15614323	0.6033845
nssv15614325	0.7190356
nssv15614342	0.00057446957
nssv15614350	0.05035758
nssv15614375	0.004145384
nssv15614377	0.8449046
nssv15614382	0.015084088
nssv15614393	0.0010534525
nssv15614401	0.0015184283
nssv15614423	0.0015184283
nssv15614425	0.015084088
nssv15614450	0.9507976
nssv15614457	0.00057446957
nssv15614473	0.0010534525
nssv15614481	0.00057446957
nssv15614490	0.0031755567
nssv15614492	0.0011392236
nssv15614496	0.031788707
nssv15614508	0.0037751794
nssv15614517	0.34638005
nssv15614530	0.00057446957
nssv15614550	0.0023168325
nssv15614552	0.34638005
nssv15614553	0.7085222
nssv15614560	0.10134137
nssv15614574	0.17982775
nssv15614583	0.087397635
nssv15614601	0.0051575303
nssv15614636	0.22054124
nssv15614644	0.0020626783
nssv15614674	0.00089263916
nssv15614689	0.20021403
nssv15614692	0.06590736
nssv15614698	0.00090044737
nssv15614733	0.0018002391
nssv15614739	0.012083232
nssv15614753	0.17041391
nssv15614775	0.00057446957
nssv15614861	0.16562158
nssv15614874	0.18730718
nssv15614914	0.0028389096
nssv15614970	0.00013494492
nssv15615000	0.12763906
nssv15615016	0.00057446957
nssv15615024	0.41164684
nssv15615047	0.10000169
nssv15615048	0.00090044737
nssv15615061	0.00013613701
nssv15615084	0.7596029
nssv15615121	0.17347127
nssv15615155	0.17113537
nssv15615163	0.0945853
nssv15615196	0.1275227
nssv15615208	0.2989422
nssv15615213	0.17982775
nssv15615225	0.99999976
nssv15615231	0.0023435354
nssv15615238	0.055731177
nssv15615258	0.0017954111
nssv15615265	0.04430729
nssv15615271	0.46710587
nssv15615305	0.05677408
nssv15615308	0.0945853
nssv15615329	0.0022346973
nssv15615337	0.22054124
nssv15615344	0.0027015805
nssv15615363	0.0028600693
nssv15615369	0.00077211857
nssv15615395	0.04348129
nssv15615403	0.04302442
nssv15615404	0.05035758
nssv15615408	0.0010534525
nssv15615438	0.24035275
nssv15615442	0.051287413
nssv15615495	0.63444376
nssv15615515	0.1250549
nssv15615521	0.6300988
nssv15615534	0.34638005
nssv15615547	0.0110471845
nssv15615551	0.23412955
nssv15615558	0.0054626465
nssv15615567	0.051287413
nssv15615642	0.00013613701
nssv15615689	0.0043620467
nssv15615693	0.58254296
nssv15615698	0.003704667
nssv15615714	0.34638005
nssv15615715	0.6868315
nssv15615727	0.001767695
nssv15615737	0.097611904
nssv15615743	0.17982775
nssv15615758	0.097611904
nssv15615759	0.006298661
nssv15615776	0.40320653
nssv15615790	0.0031012297
nssv15615801	0.00043427944
nssv15615837	0.0033945441
nssv15615839	0.0945853
nssv15615843	0.0027015805
nssv15615887	0.34638005
nssv15615897	0.008310735
nssv15615904	0.1250549
nssv15615924	0.045613527
nssv15615961	0.45380932
nssv15615973	0.05183798
nssv15615983	0.036796153
nssv15615989	0.3234762
nssv15615992	0.079276085
nssv15615997	0.00043427944
nssv15616026	0.026248276
nssv15616050	0.09738237
nssv15616079	0.41164684
nssv15616084	0.0945853
nssv15616089	0.17347127
nssv15616102	0.05677408
nssv15616109	0.048458755
nssv15616113	0.771505
nssv15616120	0.019878507
nssv15616148	0.11042386
nssv15616177	0.46341455
nssv15616179	0.007644713
nssv15616202	0.05035758
nssv15616205	0.0043620467
nssv15616233	0.0054626465
nssv15616238	0.05677408
nssv15616239	0.0033262372
nssv15616286	0.11042386
nssv15616300	0.094646096
nssv15616304	0.54197836
nssv15616312	0.05035758
nssv15616314	0.02680415
nssv15616330	0.00057446957
nssv15616331	0.0017954111
nssv15616339	0.08738136
nssv15616393	0.019216537
nssv15616398	0.52194846
nssv15616414	0.00012242794
nssv15616424	0.03457713
nssv15616433	0.17159206
nssv15616445	0.0945853
nssv15616478	0.13100165
nssv15616483	0.003704667
nssv15616495	0.0945853
nssv15616499	0.11029321
nssv15616502	0.1880399
nssv15616521	0.17982775
nssv15616522	0.0020067096
nssv15616534	0.0945853
nssv15616539	0.01082474
nssv15616546	0.0009791851
nssv15616555	0.34638005
nssv15616578	0.00030130148
nssv15616580	0.08271915
nssv15616588	0.0020288825
nssv15616615	0.009639502
nssv15616625	0.0945853
nssv15616633	0.0057231784
nssv15616636	0.0017954111
nssv15616657	0.06590736
nssv15616671	0.012083232
nssv15616682	0.20557177
nssv15616683	0.029898345
nssv15616696	0.05035758
nssv15616709	0.00013613701
nssv15616749	0.17982775
nssv15616756	0.0010472536
nssv15616777	0.31136805
nssv15616779	6.1035156e-05
nssv15616835	0.05061066
nssv15616857	0.00945574
nssv15616859	0.0022544265
nssv15616869	0.5774913
nssv15616883	0.012250423
nssv15616892	0.0003643036
nssv15616914	0.17159206
nssv15616944	0.46710587
nssv15616955	0.30789435
nssv15616960	0.0029988885
nssv15616964	0.29710734
nssv15616987	0.003704667
nssv15617000	0.6267214
nssv15617039	0.013584197
nssv15617059	0.087397635
nssv15617068	0.17982775
nssv15617094	0.00057446957
nssv15617103	0.031788707
nssv15617109	0.012083232
nssv15617144	0.11951351
nssv15617205	0.0027015805
nssv15617216	0.09452289
nssv15617218	0.0010534525
nssv15617231	0.026248276
nssv15617281	0.0017954111
nssv15617284	0.997618
nssv15617288	0.1327318
nssv15617300	0.01082474
nssv15617309	0.00013613701
nssv15617324	0.0044245124
nssv15617422	0.0945853
nssv15617426	0.17982775
nssv15617427	0.007861614
nssv15617433	0.037990868
nssv15617440	0.8752484
nssv15617443	0.17982775
nssv15617444	0.007861614
nssv15617449	0.00077211857
nssv15617452	0.0017954111
nssv15617468	0.00087302923
nssv15617484	0.0027015805
nssv15617492	0.9170093
nssv15617513	0.20189774
nssv15617517	0.022325873
nssv15617522	0.03063351
nssv15617528	0.0013349652
nssv15617536	0.012083232
nssv15617539	0.018540978
nssv15617541	0.0028389096
nssv15617583	0.17048788
nssv15617640	0.00057446957
nssv15617665	0.121958315
nssv15617677	0.536711
nssv15617680	0.0036988258
nssv15617691	0.0015820265
nssv15617729	0.34638005
nssv15617734	0.066830635
nssv15617740	0.021566331
nssv15617762	0.0945853
nssv15617778	0.08738136
nssv15617790	0.06443894
nssv15617791	0.1007815
nssv15617802	0.043023884
nssv15617804	0.00077211857
nssv15617827	0.035342813
nssv15617839	0.003704667
nssv15617873	0.020356834
nssv15617880	0.0019620657
nssv15617883	0.4553566
nssv15617906	0.00057446957
nssv15617923	0.2420342
nssv15617928	0.00013613701
nssv15617938	0.05035758
nssv15617960	0.0945853
nssv15617964	0.50774676
nssv15617997	0.14185256
nssv15618000	0.00013613701
nssv15618010	0.00090044737
nssv15618012	0.0031755567
nssv15618053	0.17982775
nssv15618084	0.0015184283
nssv15618100	0.12629783
nssv15618103	0.45839846
nssv15618107	0.011884093
nssv15618143	0.17982775
nssv15618151	0.00013613701
nssv15618191	0.17982775
nssv15618204	0.14923728
nssv15618217	0.0013349652
nssv15618267	0.05035758
nssv15618272	0.63444376
nssv15618289	0.00030130148
nssv15618290	0.001458168
nssv15618294	0.036599934
nssv15618296	0.17982775
nssv15618304	0.0017954111
nssv15618314	0.00030130148
nssv15618332	0.019394457
nssv15618406	0.0766747
nssv15618431	0.0945853
nssv15618452	0.2039693
nssv15618470	0.080646515
nssv15618484	0.55530363
nssv15618507	0.0054626465
nssv15618534	0.0059281588
nssv15618569	0.14552999
nssv15618574	0.37237054
nssv15618580	0.87881243
nssv15618590	0.335276
nssv15618599	0.030804396
nssv15618605	0.080646515
nssv15618622	0.00068461895
nssv15618633	0.5632225
nssv15618649	0.123717904
nssv15618653	0.06590736
nssv15618657	0.05035758
nssv15618658	0.003704667
nssv15618676	0.012083232
nssv15618687	0.07024181
nssv15618698	0.55530363
nssv15618699	0.004145384
nssv15618718	0.012083232
nssv15618730	0.00028902292
nssv15618735	0.16328609
nssv15618746	0.012083232
nssv15618791	0.0054626465
nssv15618795	0.046466053
nssv15618824	0.08204591
nssv15618839	0.0022346973
nssv15618843	0.12989175
nssv15618871	0.0015184283
nssv15618876	0.043405116
nssv15618886	0.0027015805
nssv15618903	0.17982775
nssv15618924	0.119256556
nssv15618928	0.4572274
nssv15618969	0.17347127
nssv15618978	0.08271915
nssv15619002	0.004145384
nssv15619011	0.014507651
nssv15619014	0.07685894
nssv15619016	0.0015184283
nssv15619022	0.17982775
nssv15619024	0.07685894
nssv15619048	0.41164684
nssv15619065	0.010230958
nssv15619068	0.003865838
nssv15619108	0.012083232
nssv15619113	0.036734402
nssv15619119	0.0945853
nssv15619123	0.17982775
nssv15619129	0.03692758
nssv15619147	0.004145384
nssv15619149	0.007882535
nssv15619158	0.17982775
nssv15619169	0.06443894
nssv15619185	0.0031012297
nssv15619186	0.06443894
nssv15619222	0.0017954111
nssv15619237	0.13273573
nssv15619275	0.22054124
nssv15619285	0.88172984
nssv15619343	0.0017954111
nssv15619351	0.0945853
nssv15619352	0.0044245124
nssv15619391	0.0054626465
nssv15619396	0.17681861
nssv15619455	0.029191494
nssv15619478	0.030777514
nssv15619480	0.001974821
nssv15619484	0.80641043
nssv15619485	0.9959381
nssv15619512	0.07849151
nssv15619536	0.28920472
nssv15619552	0.13030952
nssv15619554	0.28920472
nssv15619556	0.0010534525
nssv15619565	0.17982775
nssv15619567	0.06590736
nssv15619571	0.0031755567
nssv15619618	0.0017954111
nssv15619623	0.44311333
nssv15619626	0.05035758
nssv15619629	0.0945853
nssv15619644	0.0016663074
nssv15619677	0.00013494492
nssv15619684	0.22855836
nssv15619690	0.60978323
nssv15619704	0.3750162
nssv15619707	0.00090044737
nssv15619716	0.30789435
nssv15619732	0.020131648
nssv15619740	0.0028389096
nssv15619791	0.06443894
nssv15619802	0.0022420883
nssv15619809	0.4645399
nssv15619810	0.40320653
nssv15619818	0.0010534525
nssv15619829	0.00057446957
nssv15619838	0.009309232
nssv15619842	0.57630706
nssv15619866	0.6491369
nssv15619896	0.17159206
nssv15619918	0.0945853
nssv15619940	0.42575538
nssv15619957	0.03378761
nssv15619967	0.15190917
nssv15619994	0.17159206
nssv15619996	0.119256556
nssv15620006	0.090411365
nssv15620008	0.021884918
nssv15620024	0.00872767
nssv15620027	0.17982775
nssv15620031	0.0110471845
nssv15620039	0.5062864
nssv15620067	0.0945853
nssv15620070	0.002420187
nssv15620076	0.03634453
nssv15620088	0.90521044
nssv15620114	0.012450337
nssv15620128	0.0071907043
nssv15620129	0.25152868
nssv15620153	0.259279
nssv15620165	0.0010534525
nssv15620170	0.041695654
nssv15620185	0.13657254
nssv15620215	0.012083232
nssv15620226	0.018364966
nssv15620240	0.012083232
nssv15620251	0.0028389096
nssv15620252	0.003704667
nssv15620278	0.6988569
nssv15620302	0.0017954111
nssv15620356	0.0010534525
nssv15620357	0.05061066
nssv15620358	0.0013349652
nssv15620382	0.05035758
nssv15620386	0.0010534525
nssv15620410	0.0054626465
nssv15620426	0.0024520755
nssv15620433	0.17982775
nssv15620475	0.0010472536
nssv15620485	0.0033945441
nssv15620492	0.17982775
nssv15620500	0.0028389096
nssv15620536	0.30089587
nssv15620550	0.002448678
nssv15620563	0.01082474
nssv15620572	0.4066934
nssv15620596	0.00945574
nssv15620597	0.05677408
nssv15620611	0.17555106
nssv15620620	0.17982775
nssv15620622	0.10134137
nssv15620656	0.2088216
nssv15620665	0.00077211857
nssv15620699	0.00077211857
nssv15620722	0.010660708
nssv15620732	0.06605208
nssv15620745	0.0035185218
nssv15620747	0.018540978
nssv15620767	0.00030833483
nssv15620785	0.19010752
nssv15620792	0.05347377
nssv15620824	0.06436306
nssv15620826	0.012083232
nssv15620835	0.0020115972
nssv15620839	0.311504
nssv15620845	0.004466355
nssv15620848	0.12212211
nssv15620853	0.17159206
nssv15620861	0.00013613701
nssv15620865	0.090697885
nssv15620869	0.002845943
nssv15620887	0.033307076
nssv15620972	0.731866
nssv15620998	0.0024520755
nssv15621008	0.11696339
nssv15621013	0.06638801
nssv15621039	0.14201951
nssv15621046	0.020131648
nssv15621056	0.12186223
nssv15621057	0.026576698
nssv15621058	0.021618307
nssv15621063	0.08914971
nssv15621073	0.012083232
nssv15621081	0.05677408
nssv15621082	0.003704667
nssv15621094	0.0012563467
nssv15621103	0.013278663
nssv15621135	0.0054626465
nssv15621138	0.41164684
nssv15621148	0.17347127
nssv15621151	0.0042973757
nssv15621208	0.04553783
nssv15621213	0.0027015805
nssv15621217	0.0057231784
nssv15621229	0.0010098219
nssv15621230	0.2854131
nssv15621237	0.49721527
nssv15621247	0.01082474
nssv15621275	0.40320653
nssv15621291	0.0024520755
nssv15621292	0.004028499
nssv15621299	0.0039467216
nssv15621301	0.22054124
nssv15621312	0.043023884
nssv15621318	0.05035758
nssv15621332	0.012083232
nssv15621333	0.0057231784
nssv15621343	0.057209432
nssv15621345	0.18752456
nssv15621348	0.17982775
nssv15621361	0.05677408
nssv15621379	0.012083232
nssv15621411	0.05677408
nssv15621418	0.17982775
nssv15621430	0.05677408
nssv15621469	0.15190917
nssv15621477	0.06443894
nssv15621513	0.1007815
nssv15621519	0.0027015805
nssv15621605	0.21484989
nssv15621621	0.002448678
nssv15621660	0.00015240908
nssv15621676	0.17159206
nssv15621681	0.20021403
nssv15621688	0.57630706
nssv15621690	0.032069802
nssv15621711	0.17982775
nssv15621716	0.23821801
nssv15621725	0.037990868
nssv15621746	0.0042973757
nssv15621754	0.030152798
nssv15621773	0.0042973757
nssv15621779	0.119256556
nssv15621786	0.17982775
nssv15621817	0.10134137
nssv15621818	0.17347127
nssv15621833	0.07105285
nssv15621869	0.00013494492
nssv15621871	0.0017954111
nssv15621886	0.0066126585
nssv15621887	0.8448572
nssv15621890	0.017408669
nssv15621892	0.009309232
nssv15621898	0.119256556
nssv15621904	0.02625525
nssv15621916	0.37349188
nssv15621937	0.39898497
nssv15621970	0.00060528517
nssv15621976	0.43176305
nssv15621984	0.00077211857
nssv15622004	0.0054626465
nssv15622029	0.09458023
nssv15622040	0.033527255
nssv15622060	0.006913662
nssv15622091	0.004466355
nssv15622120	0.0037205815
nssv15622123	0.17982775
nssv15622125	0.32260615
nssv15622142	0.0043620467
nssv15622143	0.17982775
nssv15622151	0.52400184
nssv15622164	0.0027015805
nssv15622168	0.11042386
nssv15622186	0.012450337
nssv15622193	0.01082474
nssv15622200	0.17159206
nssv15622206	0.04580784
nssv15622208	0.00013494492
nssv15622217	0.10134137
nssv15622228	0.005338609
nssv15622232	0.0023435354
nssv15622250	0.11173189
nssv15622253	0.015741765
nssv15622271	0.003704667
nssv15622289	0.015969217
nssv15622291	0.0028389096
nssv15622312	0.0054515004
nssv15622381	0.002448678
nssv15622390	0.01659286
nssv15622394	0.0945853
nssv15622398	0.009309232
nssv15622404	0.045980096
nssv15622412	0.045947075
nssv15622417	0.1446302
nssv15622478	0.012450337
nssv15622480	0.12989175
nssv15622488	0.0023435354
nssv15622490	0.17982775
nssv15622565	0.0027015805
nssv15622591	0.34638005
nssv15622603	0.0033945441
nssv15622605	0.17982775
nssv15622626	0.0013349652
nssv15622633	0.00047940016
nssv15622690	0.009760439
nssv15622692	0.19624865
nssv15622722	0.002821505
nssv15622726	0.0010534525
nssv15622753	0.107830524
nssv15622760	0.0018002391
nssv15622771	0.0017461777
nssv15622776	0.4454341
nssv15622824	0.08204591
nssv15622832	0.012083232
nssv15622837	0.16728115
nssv15622856	0.16728115
nssv15622868	0.0203017
nssv15622877	0.015553892
nssv15622879	0.16728115
nssv15622895	0.0027015805
nssv15622909	0.3633722
nssv15622966	0.14157015
nssv15622982	0.0006265044
nssv15622991	0.00060242414
nssv15622994	0.00057446957
nssv15622995	0.40320653
nssv15623003	0.011277616
nssv15623040	0.012083232
nssv15623066	0.009039819
nssv15623075	0.37715238
nssv15623088	0.17159206
nssv15623125	0.0011855364
nssv15623141	0.5874155
nssv15623202	0.0945853
nssv15623237	0.11042386
nssv15623242	0.022325873
nssv15623244	0.08204591
nssv15623245	0.0043620467
nssv15623265	0.05061066
nssv15623288	0.00019967556
nssv15623315	0.007904172
nssv15623317	0.004145384
nssv15623338	0.00057446957
nssv15623387	0.0006265044
nssv15623419	0.0016178489
nssv15623451	0.07849151
nssv15623514	0.31332242
nssv15623532	0.34638005
nssv15623543	0.045980096
nssv15623544	0.2106806
nssv15623551	0.44867426
nssv15623553	0.41164684
nssv15623560	0.61945087
nssv15623578	0.02340287
nssv15623595	0.2106806
nssv15623607	0.036761165
nssv15623631	0.1880399
nssv15623641	0.0057231784
nssv15623645	0.0017954111
nssv15623650	0.0031912327
nssv15623654	0.008847237
nssv15623660	0.025241971
nssv15623667	0.17982775
nssv15623678	0.0017954111
nssv15623681	0.13550329
nssv15623687	0.014617324
nssv15623699	0.0037642717
nssv15623705	0.0033945441
nssv15623713	0.0070058703
nssv15623725	0.11350453
nssv15623736	0.0042973757
nssv15623741	0.14070183
nssv15623744	0.0023168325
nssv15623755	0.003704667
nssv15623774	0.007904172
nssv15623812	0.045980096
nssv15623823	0.00075799227
nssv15623829	0.005675137
nssv15623857	0.011277616
nssv15623859	0.046631336
nssv15623894	0.17982775
nssv15623917	0.17982775
nssv15623929	0.0017954111
nssv15623942	0.0010480285
nssv15623948	0.0070058703
nssv15623953	0.0020626783
nssv15623965	0.22912407
nssv15623987	0.0945853
nssv15623989	0.015530527
nssv15624003	0.05035758
nssv15624007	0.22912407
nssv15624013	0.015530527
nssv15624035	0.22912407
nssv15624102	0.1018399
nssv15624112	0.019394457
nssv15624173	0.006756723
nssv15624210	0.043405116
nssv15624221	0.0017954111
nssv15624231	0.16648036
nssv15624233	0.001748383
nssv15624254	0.26756525
nssv15624262	0.007904172
nssv15624303	0.27107012
nssv15624305	0.0017954111
nssv15624308	0.00028902292
nssv15624313	0.03063351
nssv15624319	0.05035758
nssv15624327	0.22912407
nssv15624330	0.22054124
nssv15624339	0.00047940016
nssv15624378	0.14835697
nssv15624381	0.011277616
nssv15624387	0.085074365
nssv15624416	0.41164684
nssv15624418	0.00090044737
nssv15624431	0.048458755
nssv15624435	0.27107012
nssv15624465	0.0010534525
nssv15624482	0.34638005
nssv15624497	0.1880399
nssv15624508	0.13100165
nssv15624515	0.0009152889
nssv15624533	0.27107012
nssv15624541	0.0043620467
nssv15624592	0.012083232
nssv15624614	0.0010534525
nssv15624628	0.00013613701
nssv15624630	0.090411365
nssv15624635	0.011277616
nssv15624640	0.004565835
nssv15624646	0.017685711
nssv15624653	0.02647084
nssv15624660	0.7218538
nssv15624704	0.018981159
nssv15624732	0.00057446957
nssv15624752	0.044419944
nssv15624766	0.05677408
nssv15624809	0.14185256
nssv15624834	0.003871441
nssv15624861	0.0064567327
nssv15624891	0.1018399
nssv15624915	0.0015184283
nssv15624921	0.03199476
nssv15624933	0.010246813
nssv15624961	0.00057446957
nssv15624995	0.037442684
nssv15625036	0.5982421
nssv15625069	0.11042386
nssv15625070	0.34638005
nssv15625090	0.30133522
nssv15625099	0.013782561
nssv15625112	0.18573564
nssv15625124	0.19728285
nssv15625127	0.1013183
nssv15625131	0.17159206
nssv15625141	0.00013613701
nssv15625142	0.31556326
nssv15625158	0.17159206
nssv15625161	0.00013494492
nssv15625163	0.5243816
nssv15625164	0.19710249
nssv15625170	0.29492557
nssv15625173	0.078508615
nssv15625194	0.008847237
nssv15625204	0.45380932
nssv15625206	0.029692292
nssv15625211	0.00057446957
nssv15625251	0.1880399
nssv15625257	0.0024520755
nssv15625312	5.1617622e-05
nssv15625318	0.36284208
nssv15625330	0.13550329
nssv15625369	0.037776828
nssv15625417	0.00057446957
