gene_id	DosaCNV_HI_score
ENSG00000007202	0.03168895
ENSG00000007216	0.007310089
ENSG00000007237	0.10527776
ENSG00000007255	0.0052382853
ENSG00000007264	0.28903985
ENSG00000007306	0.0005633316
ENSG00000007312	0.23402193
ENSG00000007314	0.62387675
ENSG00000007341	0.042760573
ENSG00000007372	0.9834087
ENSG00000007376	0.007155519
ENSG00000007384	0.14191367
ENSG00000007392	0.036374025
ENSG00000007402	0.5107076
ENSG00000007516	0.014741656
ENSG00000007520	0.0020102456
ENSG00000007541	0.07869785
ENSG00000007545	0.11835551
ENSG00000007866	0.23884422
ENSG00000007908	0.0041593714
ENSG00000007923	0.33583444
ENSG00000007933	0.03394864
ENSG00000007944	0.028598381
ENSG00000007968	0.02619955
ENSG00000008018	0.20070378
ENSG00000008083	0.24100748
ENSG00000008118	0.01408494
ENSG00000008128	0.17129903
ENSG00000008130	0.0067023146
ENSG00000008196	0.86407655
ENSG00000008197	0.8981311
ENSG00000008226	0.015807921
ENSG00000008256	0.21756773
ENSG00000008277	0.3178713
ENSG00000008282	0.01582534
ENSG00000008283	0.6779421
ENSG00000008294	0.5735753
ENSG00000008300	0.43831503
ENSG00000008311	0.43698332
ENSG00000008323	0.0064114663
ENSG00000008324	0.0062933634
ENSG00000008382	0.16460937
ENSG00000008394	0.029530026
ENSG00000008405	0.014342011
ENSG00000008438	0.0014598367
ENSG00000008441	0.7461103
ENSG00000008513	0.0362421
ENSG00000008516	0.00471813
ENSG00000008517	0.02275362
ENSG00000008710	0.85487944
ENSG00000008735	0.23481858
ENSG00000008838	0.29723823
ENSG00000008853	0.10539887
ENSG00000008869	0.20154007
ENSG00000008952	0.2811958
ENSG00000008988	0.10066908
ENSG00000009307	0.6290815
ENSG00000009335	0.32829806
ENSG00000009413	0.3195093
ENSG00000009709	0.82206404
ENSG00000009724	0.091005445
ENSG00000009765	0.2531824
ENSG00000009780	0.006241546
ENSG00000009790	0.03475335
ENSG00000009830	0.8150927
ENSG00000009844	0.1818549
ENSG00000009950	0.23928893
ENSG00000009954	0.23537868
ENSG00000010017	0.2299275
ENSG00000010030	0.0045182286
ENSG00000010072	0.08854268
ENSG00000010165	0.017992271
ENSG00000010219	0.010093864
ENSG00000010244	0.02079555
ENSG00000010256	0.2024779
ENSG00000010270	0.010650572
ENSG00000010278	0.28422543
ENSG00000010282	0.015308777
ENSG00000010292	0.30076143
ENSG00000010295	0.015703237
ENSG00000010310	0.0073204394
ENSG00000010318	0.059496757
ENSG00000010319	0.00442192
ENSG00000010322	0.1164901
ENSG00000010327	0.011438013
ENSG00000010361	0.3499651
ENSG00000010379	0.03515023
ENSG00000010438	0.0366679
ENSG00000010539	0.010224847
ENSG00000010610	0.009075461
ENSG00000010626	0.009129239
ENSG00000010704	0.015930338
ENSG00000010803	0.030939681
ENSG00000010810	0.63428897
ENSG00000010818	0.31488058
ENSG00000010932	0.017060159
ENSG00000011007	0.24734356
ENSG00000011009	0.16680874
ENSG00000011021	0.21477652
ENSG00000011028	0.17299291
ENSG00000011052	0.005956823
ENSG00000011083	0.045138314
ENSG00000011105	0.40314448
ENSG00000011114	0.025153806
ENSG00000011132	0.009286627
ENSG00000011143	0.63193583
ENSG00000011198	0.46330127
ENSG00000011243	0.1995028
ENSG00000011258	0.0945441
ENSG00000011260	0.008777109
ENSG00000011275	0.40017858
ENSG00000011295	0.24636552
ENSG00000011304	0.53888327
ENSG00000011332	0.6154151
ENSG00000011347	0.65290433
ENSG00000011376	0.15183723
ENSG00000011405	0.3158367
ENSG00000011422	0.01151674
ENSG00000011426	0.4181616
ENSG00000011451	0.200586
ENSG00000011454	0.2946219
ENSG00000011465	0.4381323
ENSG00000011478	0.0052369833
ENSG00000011485	0.48660997
ENSG00000011523	0.006289446
ENSG00000011566	0.054379795
ENSG00000011590	0.005565215
ENSG00000011600	0.059847187
ENSG00000011638	0.005640491
ENSG00000012048	0.41071618
ENSG00000012061	0.1909037
ENSG00000012124	0.49077323
ENSG00000012171	0.07555488
ENSG00000012223	0.010363574
ENSG00000012232	0.3099811
ENSG00000012504	0.6370766
ENSG00000012660	0.30343762
ENSG00000012779	0.060522072
ENSG00000012822	0.15134412
ENSG00000012963	0.14254132
ENSG00000012983	0.19572116
ENSG00000013016	0.022226421
ENSG00000013275	0.105478056
ENSG00000013288	0.061893716
ENSG00000013293	0.6373064
ENSG00000013297	0.7256582
ENSG00000013306	0.020324344
ENSG00000013364	0.06805225
ENSG00000013374	0.026267339
ENSG00000013375	0.20901608
ENSG00000013392	0.006024356
ENSG00000013441	0.029501928
ENSG00000013503	0.07068764
ENSG00000013523	0.15951012
ENSG00000013561	0.2493817
ENSG00000013573	0.5766122
ENSG00000013583	0.008217836
ENSG00000013588	0.009209748
ENSG00000013725	0.0031687706
ENSG00000013810	0.08211864
ENSG00000014123	0.015648564
ENSG00000014138	0.0113274325
ENSG00000014164	0.0017816724
ENSG00000014216	0.22166622
ENSG00000014257	0.006951892
ENSG00000014641	0.42756528
ENSG00000014824	0.10372872
ENSG00000014914	0.022587381
ENSG00000014919	0.071550705
ENSG00000015133	0.21370707
ENSG00000015153	0.29060873
ENSG00000015171	0.74209636
ENSG00000015413	0.014806811
ENSG00000015475	0.003176478
ENSG00000015479	0.8056914
ENSG00000015520	0.297038
ENSG00000015532	0.1210287
ENSG00000015568	0.027273493
ENSG00000015592	0.01825455
ENSG00000015676	0.02134097
ENSG00000016082	0.42768994
ENSG00000016391	0.09856352
ENSG00000016402	0.012341761
ENSG00000016490	0.009378519
ENSG00000016602	0.021404028
ENSG00000016864	0.16368638
ENSG00000017260	0.75650746
ENSG00000017427	0.66303027
ENSG00000017797	0.016858391
ENSG00000018189	0.09228845
ENSG00000018236	0.30592868
ENSG00000018280	0.008285296
ENSG00000018408	0.29490626
ENSG00000018510	0.6576215
ENSG00000018625	0.25071472
ENSG00000018699	0.2799359
ENSG00000018869	0.00046403368
ENSG00000019102	0.018212259
ENSG00000019144	0.17709886
ENSG00000019169	0.0031427627
ENSG00000019186	0.18915032
ENSG00000019485	0.44720837
ENSG00000019505	0.058279023
ENSG00000019549	0.24006721
ENSG00000019582	0.016264869
ENSG00000019991	0.7677517
ENSG00000019995	0.26589957
ENSG00000020129	0.47816336
ENSG00000020181	0.009841702
ENSG00000020256	0.011448801
ENSG00000020426	0.05581206
ENSG00000020577	0.5978089
ENSG00000020633	0.30239347
ENSG00000020922	0.24486698
ENSG00000021300	0.06208434
ENSG00000021355	0.004483502
ENSG00000021461	0.013028091
ENSG00000021488	0.275391
ENSG00000021574	0.7893967
ENSG00000021645	0.85974073
ENSG00000021762	0.03290655
ENSG00000021776	0.44357908
ENSG00000021826	0.74852467
ENSG00000021852	0.06796998
ENSG00000022277	0.006616693
ENSG00000022355	0.8498999
ENSG00000022556	0.0018121948
ENSG00000022567	0.041643027
ENSG00000022840	0.23943274
ENSG00000022976	0.005055864
ENSG00000023041	0.040615052
ENSG00000023171	0.5228646
ENSG00000023191	0.011400838
ENSG00000023228	0.31087938
ENSG00000023287	0.27678803
ENSG00000023318	0.13248746
ENSG00000023330	0.12566337
ENSG00000023445	0.014379118
ENSG00000023516	0.20941257
ENSG00000023572	0.004792192
ENSG00000023608	0.009853256
ENSG00000023697	0.18948059
ENSG00000023734	0.14611879
ENSG00000023839	0.35900772
ENSG00000023892	0.20136802
ENSG00000023902	0.13841364
ENSG00000023909	0.040522277
ENSG00000024048	0.12877196
ENSG00000024422	0.02528757
ENSG00000024526	0.27861804
ENSG00000024862	0.007795991
ENSG00000025039	0.35677537
ENSG00000025156	0.26474932
ENSG00000025293	0.26979014
ENSG00000025423	0.021068972
ENSG00000025434	0.8707784
ENSG00000025708	0.141989
ENSG00000025770	0.06962096
ENSG00000025772	0.0073606363
ENSG00000025796	0.1510993
ENSG00000025800	0.2527088
ENSG00000026025	0.73337656
ENSG00000026036	0.069703884
ENSG00000026103	0.5980897
ENSG00000026297	0.05510811
ENSG00000026508	0.050875597
ENSG00000026559	0.64149505
ENSG00000026652	0.035742965
ENSG00000026751	0.0015695587
ENSG00000026950	0.00067006244
ENSG00000027001	0.12515338
ENSG00000027075	0.74327374
ENSG00000027644	0.018364398
ENSG00000027697	0.041300923
ENSG00000027847	0.07827164
ENSG00000027869	0.0033289618
ENSG00000028116	0.2086489
ENSG00000028137	0.027365388
ENSG00000028203	0.23192818
ENSG00000028277	0.8546435
ENSG00000028310	0.20071808
ENSG00000028528	0.3123439
ENSG00000028839	0.018487409
ENSG00000029153	0.01440566
ENSG00000029363	0.7971528
ENSG00000029364	0.053483292
ENSG00000029534	0.77312857
ENSG00000029559	0.0014531673
ENSG00000029639	0.010732475
ENSG00000029725	0.23883866
ENSG00000030066	0.30179834
ENSG00000030110	0.0042864005
ENSG00000030304	0.30672953
ENSG00000030419	0.48740944
ENSG00000030582	0.12326764
ENSG00000031003	0.043780632
ENSG00000031081	0.11881043
ENSG00000031691	0.0043838643
ENSG00000031698	0.17903428
ENSG00000031823	0.21803385
ENSG00000032219	0.24078794
ENSG00000032389	0.10410138
ENSG00000032444	0.15727162
ENSG00000032742	0.38671753
ENSG00000033011	0.45641947
ENSG00000033030	0.14151897
ENSG00000033050	0.22816911
ENSG00000033100	0.017295687
ENSG00000033122	0.6347791
ENSG00000033170	0.3907529
ENSG00000033178	0.041918684
ENSG00000033327	0.5352466
ENSG00000033627	0.80903584
ENSG00000033800	0.23029211
ENSG00000033867	0.5476375
ENSG00000034053	0.5747242
ENSG00000034152	0.13922775
ENSG00000034239	0.026701128
ENSG00000034510	0.00477736
ENSG00000034533	0.004030663
ENSG00000034677	0.03271405
ENSG00000034693	0.13914941
ENSG00000034713	0.010855021
ENSG00000034971	0.13095461
ENSG00000035115	0.2288693
ENSG00000035141	0.03894638
ENSG00000035403	0.07916009
ENSG00000035499	0.031244576
ENSG00000035664	0.040313642
ENSG00000035681	0.058573347
ENSG00000035687	0.050719347
ENSG00000035720	0.09167279
ENSG00000035862	0.61936426
ENSG00000035928	0.34996772
ENSG00000036054	0.28576413
ENSG00000036257	0.77946967
ENSG00000036448	0.5076099
ENSG00000036530	0.58519495
ENSG00000036549	0.46167085
ENSG00000036565	0.049460027
ENSG00000036672	0.077123016
ENSG00000036828	0.73137355
ENSG00000037042	0.009021984
ENSG00000037241	0.12368714
ENSG00000037280	0.624044
ENSG00000037474	0.37964365
ENSG00000037637	0.15086035
ENSG00000037749	0.018251603
ENSG00000037757	0.027135514
ENSG00000037897	0.011449745
ENSG00000037965	0.052394327
ENSG00000038002	0.23685966
ENSG00000038210	0.008791255
ENSG00000038219	0.07025632
ENSG00000038274	0.14488794
ENSG00000038295	0.27472386
ENSG00000038358	0.00870495
ENSG00000038382	0.4144732
ENSG00000038427	0.33027923
ENSG00000038532	0.2908903
ENSG00000038945	0.10453766
ENSG00000039068	0.2221015
ENSG00000039123	0.025980016
ENSG00000039139	0.49615523
ENSG00000039319	0.32098308
ENSG00000039523	0.032764684
ENSG00000039537	0.1780167
ENSG00000039560	0.59433717
ENSG00000039600	0.903245
ENSG00000039650	0.35833067
ENSG00000039987	0.062257722
ENSG00000040199	0.06094865
ENSG00000040275	0.30849746
ENSG00000040341	0.56623834
ENSG00000040487	0.011745968
ENSG00000040531	0.5446675
ENSG00000040608	0.2204354
ENSG00000040633	0.2582797
ENSG00000040731	0.13037422
ENSG00000040933	0.25849977
ENSG00000041353	0.19608782
ENSG00000041357	0.022742067
ENSG00000041515	0.55238414
ENSG00000041802	0.013348383
ENSG00000041880	0.006385912
ENSG00000041982	0.34323385
ENSG00000041988	0.008755824
ENSG00000042062	0.0041728974
ENSG00000042088	0.22552368
ENSG00000042286	0.01548958
ENSG00000042317	0.15831986
ENSG00000042429	0.32921556
ENSG00000042445	0.006496731
ENSG00000042493	0.011957847
ENSG00000042753	0.2187095
ENSG00000042781	0.28176522
ENSG00000042813	0.29393122
ENSG00000042832	0.27525443
ENSG00000042980	0.073464125
ENSG00000043039	0.15841654
ENSG00000043093	0.12787457
ENSG00000043143	0.36083344
ENSG00000043355	0.5959021
ENSG00000043462	0.40405768
ENSG00000043514	0.13075548
ENSG00000043591	0.0053800493
ENSG00000044012	0.006316543
ENSG00000044090	0.12638816
ENSG00000044115	0.618698
ENSG00000044459	0.23743923
ENSG00000044524	0.23949382
ENSG00000044574	0.014944418
ENSG00000046604	0.1604762
ENSG00000046889	0.1693942
ENSG00000047056	0.08822115
ENSG00000047188	0.3353259
ENSG00000047249	0.045343466
ENSG00000047315	0.20158884
ENSG00000047346	0.026413213
ENSG00000047365	0.04980519
ENSG00000047410	0.16008222
ENSG00000047457	0.7726309
ENSG00000047578	0.09083469
ENSG00000047579	0.2940469
ENSG00000047617	0.34268627
ENSG00000047621	0.24959889
ENSG00000047662	0.0061492138
ENSG00000047849	0.19610465
ENSG00000047932	0.00915478
ENSG00000047936	0.10559925
ENSG00000048028	0.07086781
ENSG00000048052	0.72164845
ENSG00000048140	0.009097882
ENSG00000048162	0.003679951
ENSG00000048342	0.58864033
ENSG00000048392	0.29855496
ENSG00000048405	0.12894808
ENSG00000048462	0.016059944
ENSG00000048471	0.044018205
ENSG00000048540	0.8248666
ENSG00000048544	0.0056742756
ENSG00000048545	0.08477484
ENSG00000048649	0.62882465
ENSG00000048707	0.32708693
ENSG00000048740	0.63275146
ENSG00000048828	0.2448651
ENSG00000048991	0.40338755
ENSG00000049089	0.33300284
ENSG00000049130	0.4791962
ENSG00000049167	0.50391275
ENSG00000049192	0.62797433
ENSG00000049239	0.3767405
ENSG00000049245	0.013839243
ENSG00000049246	0.05347994
ENSG00000049247	0.01033057
ENSG00000049249	0.1356505
ENSG00000049283	0.0093427375
ENSG00000049323	0.48485616
ENSG00000049449	0.032971855
ENSG00000049540	0.24216428
ENSG00000049541	0.015300074
ENSG00000049618	0.84633493
ENSG00000049656	0.22594632
ENSG00000049759	0.89340544
ENSG00000049860	0.32216465
ENSG00000049883	0.014154189
ENSG00000050130	0.02147359
ENSG00000050165	0.16662136
ENSG00000050327	0.0017177712
ENSG00000050344	0.25871167
ENSG00000050393	0.005900227
ENSG00000050405	0.02516279
ENSG00000050426	0.06917041
ENSG00000050438	0.78639805
ENSG00000050555	0.13240713
ENSG00000050628	0.24048342
ENSG00000050730	0.011479171
ENSG00000050748	0.08808473
ENSG00000050767	0.3727113
ENSG00000050820	0.2755094
ENSG00000051009	0.032690756
ENSG00000051108	0.35957348
ENSG00000051128	0.6488172
ENSG00000051180	0.2666465
ENSG00000051341	0.0096998485
ENSG00000051382	0.6455803
ENSG00000051523	0.10123938
ENSG00000051596	0.08828334
ENSG00000051620	0.005587304
ENSG00000051825	0.0861301
ENSG00000052126	0.37593496
ENSG00000052344	0.010469595
ENSG00000052723	0.009519405
ENSG00000052749	0.0771328
ENSG00000052795	0.20359766
ENSG00000052802	0.19490808
ENSG00000052841	0.33954775
ENSG00000052850	0.8438129
ENSG00000053108	0.17178711
ENSG00000053254	0.80235314
ENSG00000053328	0.0057887533
ENSG00000053371	0.006016309
ENSG00000053372	0.21720745
ENSG00000053438	0.012135502
ENSG00000053501	0.00792487
ENSG00000053524	0.14914206
ENSG00000053702	0.0028039615
ENSG00000053747	0.3918507
ENSG00000053770	0.018023133
ENSG00000053900	0.023982057
ENSG00000053918	0.5650993
ENSG00000054116	0.036502797
ENSG00000054118	0.19051655
ENSG00000054148	0.004629773
ENSG00000054179	0.0028953913
ENSG00000054219	0.021469435
ENSG00000054267	0.26397488
ENSG00000054277	0.0753162
ENSG00000054282	0.19628684
ENSG00000054356	0.046180498
ENSG00000054392	0.2077777
ENSG00000054523	0.64287686
ENSG00000054598	0.8063543
ENSG00000054611	0.121824905
ENSG00000054654	0.504392
ENSG00000054690	0.27127078
ENSG00000054793	0.6296974
ENSG00000054796	0.10724877
ENSG00000054803	0.014129904
ENSG00000054938	0.0324899
ENSG00000054965	0.14530954
ENSG00000054967	0.15506051
ENSG00000054983	0.43027195
ENSG00000055044	0.14297922
ENSG00000055070	0.019522674
ENSG00000055118	0.6241396
ENSG00000055130	0.44357058
ENSG00000055147	0.039020784
ENSG00000055163	0.6808121
ENSG00000055208	0.5169632
ENSG00000055211	0.007058493
ENSG00000055332	0.06867344
ENSG00000055483	0.055574324
ENSG00000055609	0.89506394
ENSG00000055732	0.032697964
ENSG00000055813	0.008531789
ENSG00000055917	0.21169728
ENSG00000055950	0.0015103654
ENSG00000055955	0.00736797
ENSG00000055957	0.016211264
ENSG00000056050	0.014015759
ENSG00000056097	0.2780384
ENSG00000056291	0.017218003
ENSG00000056487	0.71826595
ENSG00000056558	0.03998136
ENSG00000056586	0.39528263
ENSG00000056736	0.007144335
ENSG00000056972	0.045919567
ENSG00000057019	0.045981098
ENSG00000057149	0.0018700165
ENSG00000057252	0.025491728
ENSG00000057294	0.19798155
ENSG00000057468	0.022989105
ENSG00000057593	0.21661797
ENSG00000057608	0.065269805
ENSG00000057657	0.66270775
ENSG00000057663	0.43990263
ENSG00000057704	0.007880851
ENSG00000057757	0.0059894472
ENSG00000057935	0.37245882
ENSG00000058056	0.40647057
ENSG00000058063	0.2537856
ENSG00000058085	0.20598222
ENSG00000058091	0.03158359
ENSG00000058262	0.49259183
ENSG00000058272	0.3628555
ENSG00000058335	0.54556495
ENSG00000058404	0.6658893
ENSG00000058453	0.20180817
ENSG00000058600	0.040949713
ENSG00000058668	0.0317647
ENSG00000058673	0.18927553
ENSG00000058729	0.006698493
ENSG00000058799	0.022857282
ENSG00000058804	0.1803446
ENSG00000058866	0.3331193
ENSG00000059122	0.01097334
ENSG00000059145	0.074683234
ENSG00000059377	0.33044446
ENSG00000059378	0.020176247
ENSG00000059573	0.2206766
ENSG00000059588	0.19430774
ENSG00000059691	0.13660258
ENSG00000059728	0.01004901
ENSG00000059758	0.4116872
ENSG00000059769	0.008093029
ENSG00000059804	0.023180269
ENSG00000059915	0.36566097
ENSG00000060069	0.058507588
ENSG00000060138	0.42018437
ENSG00000060140	0.027026083
ENSG00000060237	0.714211
ENSG00000060339	0.27072406
ENSG00000060491	0.0012403158
ENSG00000060558	0.07274465
ENSG00000060566	0.17045419
ENSG00000060642	0.07199681
ENSG00000060656	0.2760919
ENSG00000060688	0.018374786
ENSG00000060709	0.44749472
ENSG00000060718	0.75836694
ENSG00000060749	0.37086913
ENSG00000060762	0.13660914
ENSG00000060971	0.03293762
ENSG00000060982	0.033452425
ENSG00000061273	0.67218244
ENSG00000061337	0.7279543
ENSG00000061455	0.5916251
ENSG00000061492	0.027600246
ENSG00000061656	0.013112075
ENSG00000061676	0.35182184
ENSG00000061794	0.010044387
ENSG00000061918	0.22386168
ENSG00000061936	0.19868162
ENSG00000061938	0.49310988
ENSG00000061987	0.23571794
ENSG00000062038	0.14369413
ENSG00000062194	0.01473593
ENSG00000062282	0.0070471396
ENSG00000062370	0.0011498678
ENSG00000062485	0.7345781
ENSG00000062524	0.011445768
ENSG00000062582	0.015116574
ENSG00000062598	0.11241679
ENSG00000062650	0.15974855
ENSG00000062716	0.42104596
ENSG00000062725	0.23643658
ENSG00000062822	0.108731784
ENSG00000063015	0.07969925
ENSG00000063046	0.48596373
ENSG00000063127	0.004528544
ENSG00000063169	0.19625932
ENSG00000063176	0.004810063
ENSG00000063177	0.30336937
ENSG00000063180	0.010782385
ENSG00000063241	0.0059519354
ENSG00000063244	0.39584276
ENSG00000063245	0.015328125
ENSG00000063322	0.006606002
ENSG00000063438	0.010692759
ENSG00000063515	0.027413955
ENSG00000063660	0.015064227
ENSG00000063761	0.026104782
ENSG00000063854	0.30888963
ENSG00000063978	0.6684859
ENSG00000064012	0.23230717
ENSG00000064042	0.60738367
ENSG00000064102	0.102051325
ENSG00000064115	0.24251564
ENSG00000064195	0.44538492
ENSG00000064199	0.014152627
ENSG00000064201	0.0038873763
ENSG00000064205	0.0030411081
ENSG00000064218	0.3626283
ENSG00000064225	0.037319727
ENSG00000064270	0.25979358
ENSG00000064300	0.14436574
ENSG00000064309	0.5097665
ENSG00000064313	0.1061704
ENSG00000064393	0.5657058
ENSG00000064419	0.041561045
ENSG00000064489	0.0029189386
ENSG00000064490	0.18280101
ENSG00000064545	0.034361742
ENSG00000064547	0.009314534
ENSG00000064601	0.7276565
ENSG00000064607	0.35695142
ENSG00000064651	0.49946237
ENSG00000064652	0.01929278
ENSG00000064655	0.24629958
ENSG00000064666	0.24824166
ENSG00000064687	0.23785742
ENSG00000064692	0.030188799
ENSG00000064703	0.031021623
ENSG00000064726	0.014253881
ENSG00000064763	0.035105255
ENSG00000064787	0.0043597007
ENSG00000064835	0.5928826
ENSG00000064886	0.007615122
ENSG00000064932	0.08082031
ENSG00000064933	0.3842736
ENSG00000064961	0.057481013
ENSG00000064989	0.36853135
ENSG00000064995	0.0035386628
ENSG00000064999	0.23435377
ENSG00000065000	0.08931259
ENSG00000065029	0.021281403
ENSG00000065054	0.009081543
ENSG00000065057	0.031925466
ENSG00000065060	0.013898935
ENSG00000065135	0.089750856
ENSG00000065150	0.59112644
ENSG00000065154	0.272788
ENSG00000065183	0.029152498
ENSG00000065243	0.19347683
ENSG00000065268	0.26059413
ENSG00000065308	0.23647828
ENSG00000065320	0.6529626
ENSG00000065325	0.008067458
ENSG00000065328	0.31974998
ENSG00000065357	0.4102655
ENSG00000065361	0.4917179
ENSG00000065371	0.24978004
ENSG00000065413	0.30255884
ENSG00000065427	0.2452962
ENSG00000065457	0.03533492
ENSG00000065485	0.030729685
ENSG00000065491	0.009228564
ENSG00000065518	0.0077498876
ENSG00000065526	0.35932958
ENSG00000065534	0.27043828
ENSG00000065548	0.1450601
ENSG00000065559	0.5524542
ENSG00000065600	0.010350505
ENSG00000065609	0.6951902
ENSG00000065613	0.10081537
ENSG00000065615	0.022734035
ENSG00000065618	0.3974817
ENSG00000065621	0.0069044954
ENSG00000065665	0.033656996
ENSG00000065675	0.052452426
ENSG00000065717	0.019911138
ENSG00000065802	0.010135228
ENSG00000065809	0.041837737
ENSG00000065833	0.09426815
ENSG00000065882	0.037457153
ENSG00000065883	0.37389472
ENSG00000065911	0.039815284
ENSG00000065970	0.6027778
ENSG00000065978	0.28514498
ENSG00000065989	0.42866725
ENSG00000066027	0.042109936
ENSG00000066032	0.66624224
ENSG00000066044	0.15820731
ENSG00000066056	0.16969423
ENSG00000066084	0.15047738
ENSG00000066117	0.78944343
ENSG00000066135	0.028293464
ENSG00000066136	0.18260996
ENSG00000066185	0.24539122
ENSG00000066230	0.41276926
ENSG00000066248	0.532542
ENSG00000066279	0.31320447
ENSG00000066294	0.0011877228
ENSG00000066322	0.15229231
ENSG00000066336	0.4157622
ENSG00000066379	0.004225414
ENSG00000066382	0.6465669
ENSG00000066405	0.060943108
ENSG00000066422	0.07597536
ENSG00000066427	0.5938736
ENSG00000066455	0.015524869
ENSG00000066468	0.9190147
ENSG00000066557	0.008034457
ENSG00000066583	0.011750419
ENSG00000066629	0.5719637
ENSG00000066651	0.21053053
ENSG00000066654	0.052885506
ENSG00000066697	0.0069859107
ENSG00000066735	0.12195817
